Acquisitions ID,Child,Parent,Year Acquired,Deal Date,Price,Status,Terms,Acquisition Profile,News,News Link,Location,City,symbol,Industry
Dell acquired Acs (UK) in 2006,Acs (UK),Dell,2006,14/11/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ddda7843ff59872ec67c5f843f53dcdf,Dell Newsroom,http://www.dell.com/learn/uk/en/ukcorp1/about-dell-newsroom?c=uk&l=en&s=corp&redirect=1,USA,Unknown,DELL,Technology
Dell acquired Alienware in 2006,Alienware,Dell,2006,22/03/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2f80e7bfa357a1e3ca17a6985ab14702,Dell to acquire Alienware - CNET News,http://news.cnet.com/Dell-to-acquire-Alienware/2100-1003_3-6052842.html,USA,Unknown,DELL,Technology
Dell acquired AppAssure Software in 2012,AppAssure Software,Dell,2012,24/02/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/968e4ad63c822e91b00e45c4906f1c19,Dell acquired AppAssure Software,http://www.freshnews.com/news/615510/dell-acquires-appassure,USA,Unknown,DELL,Technology
Dell acquired ASAP Software in 2007,ASAP Software,Dell,2007,2/08/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/186f04fd426a9291e62a22984c5d8120,Dell acquires ASAP Software | ZDNet,http://www.zdnet.com/blog/btl/dell-acquires-asap-software/5840,USA,Unknown,DELL,Technology
Dell acquired Boomi in 2010,Boomi,Dell,2010,2/11/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5da345c6104b7f46f327a4da5573397,Here's The Cloud Computing Company Dell Is Buying: Boomi | TechCrunch,http://techcrunch.com/2010/11/02/heres-the-cloud-computing-company-dell-is-buying-boomi/,USA,Unknown,DELL,Technology
Dell acquired Compellent Technologies in 2010,Compellent Technologies,Dell,2010,13/12/2010,"$820,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ddacc8097d2acae67f893658bd53ef15,Confirmed: Dell Buys Storage Company Compellent For $820 Million In Cash | TechCrunch,http://techcrunch.com/2010/12/13/confirmed-dell-buys-compellent-for-820-million/,USA,Unknown,DELL,Technology
Dell acquired CREDANT Technologies in 2012,CREDANT Technologies,Dell,2012,19/12/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/be55e90cfb06b9b02280be04f3d126c4,Dell Acquires Data-Protection Provider Credant Technologies In Another Sign That The Mobile Device Management Market Is Consolidating | TechCrunch,http://techcrunch.com/2012/12/18/ell-acquires-data-protection-provider-credant-technologies-in-another-sign-that-the-mobile-device-management-market-is-consolidating/,USA,Unknown,DELL,Technology
Dell acquired Enstratius in 2013,Enstratius,Dell,2013,6/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/92e6b3ef101488432979276657b7de23,Dell Moves Deeper Into The Software Business Acquires Enstratius One Of The Most Recognized Cloud Management Startups | TechCrunch,http://techcrunch.com/2013/05/06/dell-moves-deeper-into-the-software-business-acquires-enstratius-one-of-the-most-recognized-cloud-management-startups/,USA,Unknown,DELL,Technology
Dell acquired Equallogic in 2007,Equallogic,Dell,2007,5/11/2007,"$1,400,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/aad6136eeb4f3680d6b1b300edf35f6a,Dell acquired Equallogic,http://techcrunch.com/2007/11/05/dell-acquires-equallogic-for-14-billion/,USA,Unknown,DELL,Technology
Dell acquired Everdream in 2007,Everdream,Dell,2007,16/10/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/99b03ee9c283febb958348ca95a0679e,Dell acquired Everdream,http://www.thealarmclock.com/mt/archives/2007/11/dell_buys_deskt.html,USA,Unknown,DELL,Technology
Dell acquired Exanet in 2010,Exanet,Dell,2010,9/02/2010,"$12,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/013ebf5b940bd98f03f4371ae7a7141a,Dell Buys Exanet | texastechpulse.com,http://www.texastechpulse.com/dell_buys_exanet/s-0026750.html,USA,Unknown,DELL,Technology
Dell acquired Gale Technologies in 2012,Gale Technologies,Dell,2012,16/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/81be03f97b06b6435c95d06222e09313,Dell Buys Infrastructure Automation Company Gale Technologies | TechCrunch,http://techcrunch.com/2012/11/16/dell-buys-infrastructure-automation-company-gale-technologies/,USA,Unknown,DELL,Technology
Dell acquired Kace Networks in 2010,Kace Networks,Dell,2010,11/02/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1c72f68c506f82775e9ef10eec93954e,Dell to acquire KACE Networks - Silicon Valley Business Journal,http://www.bizjournals.com/sanjose/stories/2010/02/08/daily77.html,USA,Unknown,DELL,Technology
Dell acquired Kitenga in 2013,Kitenga,Dell,2013,26/02/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1fcb6d54d8fdf674e2e90a5e937ae84a,Dell Brings Big Data To Midmarket With New Kitenga Suite,http://www.crn.com/news/applications-os/240149507/dell-brings-big-data-to-midmarket-with-new-kitenga-suite.htm,USA,Unknown,DELL,Technology
Dell acquired MessageOne in 2008,MessageOne,Dell,2008,13/02/2008,"$155,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f6fe36b05ecfc835210d742925924aa7,Dell Acquires Adam Dell's MessageOne For $155 Million | TechCrunch,http://techcrunch.com/2008/02/13/dell-acquires-adam-dells-messageone-for-155-million/,USA,Unknown,DELL,Technology
Dell acquired Ocarina Networks in 2010,Ocarina Networks,Dell,2010,19/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/68d9e283510e97408e6d8d5a7382e4a6,Dell buys Ocarina Networks as it moves deeper into storage,http://venturebeat.com/2010/07/19/dell-buys-ocarina-networks-as-it-moves-deeper-into-storage/,USA,Unknown,DELL,Technology
Dell acquired Ocarina Technologies in 2010,Ocarina Technologies,Dell,2010,19/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/382ffa7e8746ef1bd07b4fea8eb76d6f,Press Releases,http://www.dell.com/learn/us/en/uscorp1/secure/2010-7-19-ocarina-networks-aquisition,USA,Unknown,DELL,Technology
Dell acquired Perot Systems in 2009,Perot Systems,Dell,2009,21/09/2009,"$3,900,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9fb440cf116a4556fac8cae5895276eb,Dell Bulks Up On IT Consulting With $3.9 Billion Acquisition Of Perot Systems | TechCrunch,http://techcrunch.com/2009/09/21/dell-bulks-up-on-it-consulting-with-3-9-billion-acquisition-of-perot-systems/,USA,Unknown,DELL,Technology
Dell acquired Quest Software in 2012,Quest Software,Dell,2012,2/07/2012,"$2,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e80068d5222cdd4bd0d077bd2cd71b59,Dell Acquires Quest Software For $2.4 Billion | TechCrunch,http://techcrunch.com/2012/07/02/dell-acquires-quest-software-for-2-4-billion/,USA,Unknown,DELL,Technology
Dell acquired RNA Networks in 2011,RNA Networks,Dell,2011,23/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9b75a8d361eaacb150841547bcea9899,Dell Acquires Cloud Memory Startup RNA Networks,http://readwrite.com/2011/06/23/dell-acquires-rna-networks#awesm=~okvn2IqGev7aiA,USA,Unknown,DELL,Technology
Dell acquired Scalent Systems in 2010,Scalent Systems,Dell,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/934334b28d3814cc4e54e9978252e2e9,Press Releases,http://www.dell.com/learn/us/en/uscorp1/press-releases/2010-7-1-acquire-scalent?c=us&l=en&s=corp&delphi:gr=true,USA,Unknown,DELL,Technology
Dell acquired SecureWorks in 2011,SecureWorks,Dell,2011,4/01/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/128413de7e23d61ed59c5746a5733d4d,Dell acquired SecureWorks,http://www.freshnews.com/news/432288/dell-acquire-secureworks,USA,Unknown,DELL,Technology
Dell acquired SilverBack Technologies in 2007,SilverBack Technologies,Dell,2007,18/07/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7959c5a0f943df7f55cb977018af82e2,Dell acquired SilverBack Technologies,http://content.dell.com/us/en/corp/d/press-releases/2007-07-18-Dell-Plans-to-Acquire-SilverBack.aspx,USA,Unknown,DELL,Technology
Dell acquired The Networked Storage Company in 2008,The Networked Storage Company,Dell,2008,21/02/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/87631a1cef2bef7c3d0366c25af6f112,Dell Newsroom,http://www.dell.com/learn/us/en/uscorp1/about-dell-newsroom?c=us&l=en&s=corp&redirect=1,USA,Unknown,DELL,Technology
Dell acquired Wyse Technology in 2012,Wyse Technology,Dell,2012,2/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a4ff5f8cb7a85f46b573a82bdd2a305,Dell Buys Cloud Client Computing Company Wyse To Expand Desktop Virtualization Products | TechCrunch,http://techcrunch.com/2012/04/02/dell-acquires-cloud-client-computing-company-wyse-to-expand-desktop-virtualization-products/,USA,Unknown,DELL,Technology
Dell acquired Zing Systems in 2007,Zing Systems,Dell,2007,7/08/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6849484741a488ffb77f9e4155681059,Dell acquired Zing Systems,http://www.thealarmclock.com/mt/archives/2007/08/dell_shops_dire.html,USA,Unknown,DELL,Technology
Dropbox acquired Audiogalaxy in 2012,Audiogalaxy,Dropbox,2012,12/12/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3e11fc84d1ca4da4c78ba57feee05454,Audiogalaxy acquired by Dropbox announces end of streaming service,http://www.engadget.com/2012/12/13/audiogalaxy-acquired-by-dropbox/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Bubbli in 2014,Bubbli,Dropbox,2014,21/05/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/66a397d46a6d3d8bbb8188977f7483f1,Dropbox Buys Bubbli Will Integrate The 3D Photo Tech Into Its Photo Service | TechCrunch,http://techcrunch.com/2014/05/20/dropbox-buys-bubbli-will-integrate-its-3d-photo-tech-into-dropboxs-photo-service/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Cove in 2012,Cove,Dropbox,2012,27/02/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c445c143c55424c0390372c7fbe36b71,Dropbox Buys Cove To Bring Former Facebookers Ruchi Sanghvi And Aditya Agarwal To The Team | TechCrunch,http://techcrunch.com/2012/02/27/dropbox-buys-cove-to-bring-former-facebookers-ruchi-sanghvi-and-aditya-agarwal-to-the-team/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Droptalk in 2014,Droptalk,Dropbox,2014,5/06/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/53f26cc7940856c82bed63f9e283abe8,Dropbox Acquires Stealth Messaging Startup Droptalk | TechCrunch,http://techcrunch.com/2014/06/05/dropbox-acquires-stealth-messaging-startup-droptalk/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Endorse in 2013,Endorse,Dropbox,2013,20/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6a69f197013b5be4e0bf670462bf1dc4,Dropbox acquired Endorse,http://www.finsmes.com/2013/07/dropbox-acquires-endorse.html,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Foundry Hiring in 2013,Foundry Hiring,Dropbox,2013,1/09/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4535b093b0dae78ca6306f429d9ea0fa,www.foundryhiring.com,http://www.foundryhiring.com/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired HackPad in 2014,HackPad,Dropbox,2014,17/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7cff11024b6310c56a50b1932b1dba90,Dropbox acquired HackPad,http://techcrunch.com/2014/04/17/dropbox-acquires-cloud-photos-startup-loom-service-to-be-shut-down-as-users-transferred-to-carousel/?ncid=rss&utm_source=Tech+Crunch&utm_medium=twitter&utm_campaign=Feed%3A+techcrunch%2Ffundings-exits+%28TechCrunch+%C2%BB+,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Loom in 2014,Loom,Dropbox,2014,17/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fa853a6e407ab2db6de10ef0c221ed8b,Dropbox acquired Loom,http://techcrunch.com/2014/04/17/dropbox-acquires-cloud-photos-startup-loom-service-to-be-shut-down-as-users-transferred-to-carousel/?ncid=rss&utm_source=Tech+Crunch&utm_medium=twitter&utm_campaign=Feed%3A+techcrunch%2Ffundings-exits+%28TechCrunch+%C2%BB+,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Mailbox in 2013,Mailbox,Dropbox,2013,15/03/2013,"$100,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/6dc243eea12e59d407f7f88f05bc9c1a,"Mailbox Cost Dropbox Around $100 Million | TechCrunch, Dropbox Buys Mailbox All 13 Employees Joining And App Will Remain Separate | TechCrunch","http://techcrunch.com/2013/03/15/mailbox-cost-dropbox-around-100-million/, http://techcrunch.com/2013/03/15/dropbox-buys-mailbox-all-13-employees-joining-and-app-will-remain-separate/",USA,Unknown,DBX,Cybersecurity
Dropbox acquired MobileSpan in 2014,MobileSpan,Dropbox,2014,10/06/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c65f77cbdc34bfc2f4eb864b8020431b,Dropbox For Business Acquires MobileSpan To Make Bring-Your-Own-Device More Secure | TechCrunch,http://techcrunch.com/2014/06/10/dropbox-mobilespan/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Parastructure in 2014,Parastructure,Dropbox,2014,16/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/c86c39f6f36a7dfd8b7fe31a33ed05db,Dropbox Has Quietly Acquired Parastructure A Big Data Startup In Stealth | TechCrunch,http://techcrunch.com/2014/06/16/dropbox-has-quietly-acquired-parastructure-a-big-data-startup-in-stealth/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired PiCloud in 2013,PiCloud,Dropbox,2013,17/11/2013,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/5bb1ceee5c730af28a3056ebff908b00,Dropbox Buys Supercomputing Startup — And That Makes Perfect Sense | Business | WIRED,http://www.wired.com/2013/11/dropbox-piclou/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Predictive Edge in 2014,Predictive Edge,Dropbox,2014,1/07/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/506af0b99cd96bb268372c5c8d9bc971,Dropbox Buys E-Commerce A/B Testing Service Predictive Edge Shuts It Down | TechCrunch,http://techcrunch.com/2014/07/01/dropbox-buys-e-commerce-ab-testing-service-predictive-edge-shuts-it-down/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Readmill in 2014,Readmill,Dropbox,2014,28/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4c2010ade495f785fbd9b89feee6816d,Dropbox Acquires Reading Platform Readmill,http://thenextweb.com/insider/2014/03/28/readmill-acquired-dropbox-now-processs-closing-reading-platform-blog-post-company-said-joining-cloud-based-storage-provider-work-new-way/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Snapjoy in 2012,Snapjoy,Dropbox,2012,19/12/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8342690cf85b029cacfced9854ca8de6,Dropbox to acquire photo-focused startup Snapjoy,http://venturebeat.com/2012/12/19/dropbox-buys-snapjoy/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Sold in 2013,Sold,Dropbox,2013,5/11/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f3bbe9b025241f377601fc26ffb56c20,The Sold team has joined Dropbox,http://www.usesold.com/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired TapEngage in 2013,TapEngage,Dropbox,2013,17/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/333b695d1b9179d3d802c0d3b9901750,Dropbox Acquires Small Tablet Marketing Company TapEngage | TechCrunch,http://techcrunch.com/2012/07/17/dropbox-acquires-small-tablet-marketing-company-tapengage/,USA,Unknown,DBX,Cybersecurity
Dropbox acquired Zulip in 2014,Zulip,Dropbox,2014,17/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/14f1e4c48ab9c87bc43b337362b4684b,Dropbox Acquires Zulip A Stealthy Workplace Chat Solution Still In Private Beta | TechCrunch,http://techcrunch.com/2014/03/17/dropbox-acquires-zulip-a-stealthy-workplace-chat-solution-still-in-private-beta/,USA,Unknown,DBX,Cybersecurity
eBay acquired 2dehands.be in 2013,2dehands.be,eBay,2013,4/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5ff09b67952c426910a7a628f3ce85af,eBay Buys 2dehands.be And 2ememain.be In Belgium Consolidates Classifieds Power In Europe | TechCrunch,http://techcrunch.com/2013/07/04/ebay-buys-2dehands-be-and-ememain-be-in-belgium-consolidates-classifieds-power-in-europe/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired 2ememain.be in 2013,2ememain.be,eBay,2013,4/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/28f78fc512afe7f9fd7dec74a75a77c1,eBay Buys 2dehands.be And 2ememain.be In Belgium Consolidates Classifieds Power In Europe | TechCrunch,http://techcrunch.com/2013/07/04/ebay-buys-2dehands-be-and-ememain-be-in-belgium-consolidates-classifieds-power-in-europe/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired alando.de in 1999,alando.de,eBay,1999,22/06/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5793790850d9724250081957971936b3,eBay acquired alando.de,http://www2.prnewswire.com/cgi-bin/stories.pl?ACCT=105&STORY=/www/story/06-22-1999/0000968029,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Baazee in 2004,Baazee,eBay,2004,23/06/2004,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/56836891be88d3aca39a34440ae2e7d0,eBay buys Baazee.com for $50 mn,http://in.rediff.com/money/2004/jun/23ebay.htm,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Bill Me Later in 2008,Bill Me Later,eBay,2008,6/10/2008,"$945,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/2e3c4ddd98cb6f2e208c5af158168f48,Ebay Spends More Than $1.2 Billion To Buy Bill Me Later And DBA.dk And Lays Off 10% Of Employees | TechCrunch,http://techcrunch.com/2008/10/06/ebay-spends-more-than-1-billion-to-buy-billmelater-and-dbadk-and-lays-off-10-of-employees/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Billpoint in 1999,Billpoint,eBay,1999,18/05/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ba7752e6629137b238ce2d562a875b0c,eBay buys Billpoint Kruse - CNET News,http://news.cnet.com/eBay-buys-Billpoint-Kruse/2100-12_3-258449.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired BillSAFE in 2011,BillSAFE,eBay,2011,22/12/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dd892273600ac96ca950b715b8a45d7a,eBay Inc. Acquires BillSAFE | Business Wire,http://www.businesswire.com/news/home/20111222005130/en/eBay-Acquires-BillSAFE,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired brands4friends in 2010,brands4friends,eBay,2010,20/12/2010,"$200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/549c34f8badba193d1c3e090e144ed45,EBay To Acquire Germany's Brands4friends For $200M,http://pevc.dowjones.com:80/article?pid=32&an=DJFVW00020101220e6cl0005m&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%2farticle%3fpid%3d32%26an%3dDJFVW00020101220e6cl0005m,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Bureau Of Trade in 2013,Bureau Of Trade,eBay,2013,27/09/2013,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/766c895b96156590921c31df741f2486,Ebay Acquires “Content Meets Commerce” Shopping Site Bureau Of Trade As Its Personalization Efforts Heat Up | TechCrunch,http://techcrunch.com/2013/09/27/ebay-acquires-mens-content-meets-commerce-shopping-site-bureau-of-trade/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Butterfield & Butterfield in 1999,Butterfield & Butterfield,eBay,1999,26/04/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c91f3e26ff192485784d1093c7715a30,eBay buys Butterfield & Butterfield - CNET News,http://news.cnet.com/eBay-buys-Butterfield--Butterfield/2100-1017_3-224933.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired CARad in 2003,CARad,eBay,2003,31/01/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7e0950d482634f587226db23410a7c52,eBay Motors Announces Acquisition Agreement and New Strategic Relationship - eBay Inc.,http://investor.ebay.com/releasedetail.cfm?ReleaseID=100770,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Critical Path Software in 2010,Critical Path Software,eBay,2010,15/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/41c174b31dd51df72a7ee425d503fb52,eBay Buys Mobile App Developer Critical Path Software | TechCrunch,http://techcrunch.com/2010/12/15/ebay-buys-mobile-app-developer-critical-path-software/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Decide.com in 2013,Decide.com,eBay,2013,9/09/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/22191bf89d3de4a17b661f25c9389173,FinSMEs | Ebay Acquires Decide.com,http://www.finsmes.com/2013/09/ebay-acquires-decide-com.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Den Bla Avis in 2008,Den Bla Avis,eBay,2008,6/10/2008,"$380,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2155c8505d6f9286dbc9f357f696ed3d,eBay Buys Denmark's DBA for $380 million | TechCrunch,http://techcrunch.com/2008/10/06/ebay-buys-denmarks-dba-for-380-million/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired EachNet in 2003,EachNet,eBay,2003,16/07/2003,"$150,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/bc075c5e92d6b2dde98289272622bb09,eBay Completes EachNet Investment - eBay Inc.,http://investor.ebay.com/releasedetail.cfm?ReleaseID=113943,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Flockish in 2012,Flockish,eBay,2012,1/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b641177cc650d2817cffb9809b215384,,,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired GittiGidiyor in 2011,GittiGidiyor,eBay,2011,12/04/2011,"$215,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6c3eea4b7d2719fb90f8c0c090e674f5,eBay Acquires Turkish Marketplace GittiGidiyor | TechCrunch,http://techcrunch.com/2011/04/12/ebay-acquires-turkish-marketplace-gittigidiyor/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Gmarket in 2008,Gmarket,eBay,2008,25/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1ba7c81fff67bddd0b88952a174e7576,eBay acquired Gmarket,http://bits.blogs.nytimes.com/2008/08/13/ebay-in-talks-to-buy-share-of-korean-auction-site-gmarket/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired GSI Commerce in 2011,GSI Commerce,eBay,2011,20/06/2011,"$2,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ee5b7b19e62a929e48d4ced5410bf015,eBay Acquires GSI Commerce For $2.4 Billion In Cash And Debt | TechCrunch,http://techcrunch.com/2011/03/28/ebay-to-acquire-gsi-commerce-for-2-4-billion/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Gumtree in 2007,Gumtree,eBay,2007,19/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/18e927f4bc636548d9581c1346bfe1f2,eBay grabs hold of Gumtree | ZDNet,http://www.zdnet.com/ebay-grabs-hold-of-gumtree-3039199141/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Half.com in 2000,Half.com,eBay,2000,13/06/2000,"$350,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/e6bef26c2c954e1fb0ff4874da175ed4,eBay Broadens Scope with Half.com Buy,http://www.ecommercetimes.com/story/3555.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Hunch in 2011,Hunch,eBay,2011,21/11/2011,"$80,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bc696a02594b4e903c99df41ebe176f2,Ebay's Got A Hunch For Around $80 Million,http://uncrunched.com/2011/11/21/ebays-got-a-hunch-for-around-80-million/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Jump in 1998,Jump,eBay,1998,16/07/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8e267cf813001bfe5f9ef06c7ca1a1ee,eBay acquired Jump,http://findarticles.com/p/articles/mi_m0EIN/is_1998_July_16/ai_20909153/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Kurant in 2005,Kurant,eBay,2005,1/01/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/36ce74b9d180193be4b748709d7c3d85,eBay to Acquire Kurant Assets - eBay Inc.,http://investor.ebay.com/ReleaseDetail.cfm?releaseid=152866,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Loquo in 2005,Loquo,eBay,2005,18/05/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7e55b48c44d0c87903b6ff4b1549b2e6,eBay's Kijiji Acquires Gumtree & LoQUo Classifieds Sites,http://www.ecommercebytes.com/cab/abn/y05/m05/i18/s05,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Magento in 2011,Magento,eBay,2011,6/06/2011,"$180,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0d27fbaf7a01d0611759727dad39aaa8,eBay Acquired Magento For Over $180 Million – But Not Everyone Is Smiling | TechCrunch,http://techcrunch.com/2011/06/23/ebay-acquired-magento-for-over-180-million-but-not-everyone-is-smiling/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Marktplaats.nl in 2004,Marktplaats.nl,eBay,2004,10/11/2004,"$290,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e57471387e7867d21c2b399e935a79cb,eBay Acquires Dutch Company Marktplaats.nl - eBay Inc.,http://investor.ebay.com/releasedetail.cfm?ReleaseID=148001,USA,Unknown,EBAY,Consumer Discretionary (Retail)
