symbol,sector
NISN,Semiconductors & Semiconductor Equipment
ACCO,Business Services
TLS,TELECOMMUNICATION SERVICES
GLBE,Software
LWLG,Telecommunications Services
ESEA,Technology
OTLY,Consumer Services
VRDN,Mortgage Real Estate Investment Trusts (MTL)
CDTG,Technology
OCTO,Technology
ROKU,Communication Services
RDCM,Healthcare
OGEN,Biotechnology
RUM,Technology
HFBL,Finance
ATNM,Biotechnology
PSNYW,Finance
UPST,Financial Services
CLFD,Health Care
SGHT,Technology
CRSP,Real Estate
SGMT,Technology
RXRX,Consumer Discretionary Goods & Services
TIVC,Technology
NVTS,Technology
CMS^B,Basic Industrials
LOGI,Technology
GRND,Consumer Cyclicals
CRIS,Technology
CLSD,Consumer Staples
RCAT,Technology
EXEEZ,Technology
ML,Software
AU,Materials
GHM,Real Estate
RGC,Materials
BNGO,Biotechnology
LIVE,Communications Services
VOXX,Electronics
RNA,Biotech
SVREW,Communication Services
SLQT,Financial Services
GXAI,Financial Services
ARMP,Real Estate
HAFN,Financials
TNDM,"""Advanced Technology & Communications"""
TK,Finance/Investments
GRAL,Financials
CMC,Technology
FULC,Communication Services
TPET,Technology
LXRX,Healthcare Technologies
VGZ,Materials
LDTC,Technology
BAOS,Information Technology
IRBT,Industrial Goods/Equipment
UA,Consumer Goods
INZY,Healthcare
TPC, Industrials
ASRV,Software & Services
CHGG,Education Services
VSTM,Genetic Technologies
BHR^B,Financial Services
ATXS,Technology
PKST,Technology
MTA,Technology (Communication Services)
VALU,Financials
LPSN,Technology
CLOV,Consumer Discretionary Services
CLCO,Consumer Discretionaries
COOP,Consumer Services
BEAM,Software
BFLY,Technology
KYTX,Technology
MAPS,Technology
HSHP,Technology
DAC,Technology
DH,Finance
UROY,Technology
ICLK,Technology
THCH,Consumer Discretionary
CRUS,Semiconductor & Other Electronics Equipment
NVEE,Software - Application
SHFS,Financial Services
SFHG,Financials
CMTL,Technology
YYGH,Health-Care Services
LIXT,Technology
CHRO,Healthcare Services
ABLVW,Banking & Finance
EDBLW,Technology
SVMHW,Technology
MMVWW,Communication Equipment
THCPW,Financial Services
SLXN,Technology
DAVEW,Technology
ALSAR,Technology
DBGI,Information Technology
H,Technicals
THO,Consumer Discretionaries
INVZ,Technology
LCII,Finance
SWTX,Software
ECO,Energy
ELUT,Technology
INDO,Energy
FOLD,Healthcare
METC,Technology
ZVRA,Real Estate - Diversified
TEO,Energy
PAL,Oils-Energy
OPTT,Communications Services
SAIA,Insurance
SRRK,Materials
ANVS,Technology
VCTR,Consumer Discretionary Services
IGC,Technology
PNBK,Finance
ONCY,Technology
SYM,Technology
PSEC^A,Energy
CAN,Energy
SCPX,Consumer Discretionaries
ABOS,Technology
OMAB,Technology
YEXT,Technology Services
AIMD,Technology
RAPT,Cybersecurity
CLPT,Communication Services
PXLW,Finance-Insurance
WBA,Pharmaceuticals / Biotechnology
LX,Consumer Staples
SNAX,Consumer Staples
MYTE,Technology
OCEA,Technology
SLSR,Technology
OCUL,Health Care
ARMN,Healthcare
HCC,Telecommunications Services
AMRK,Industrials
CRSR,Real Estate
KIRK,Real Estate Operating Companies
SMTI,Technology
IMCR,"Consumer Goods"""
CYBN,Blockchain & Cryptocurrency Services
FUTU,Technology
AIOT,Semiconductors & Semi-Conductor Equipment
ULY,Real Estate
APCX,Materials
HRYU,Technology
LFST,Financials
TALK,Communications Services
RNWWW,Tobacco
WISA,Technology
XWEL,Healthcare
CCG,Financial Services
ASAN,"""Semiconductor""

# Ticker info
Sector: Technology 

# Stock Exchange Info
Country: Sweden 

# Sector Mapping File: tech_sector.csv 
Sector: Tech 
Sub-sector: Semi-conductors"
RDHL,Healthcare
ATMVU,Communications Services
WOLF,Technology
SPRC,Finance
DHX,DHX -> Technology
SVM,Technology
FINV,Financial Services
ETNB,Banking & Finance
NG,Energy
RAY,Technology
VZLA,Telecommunications Services
QCOM,Communication Services
ALUR,Technology
UCAR,Financial Services
GDS,Real Estate Services
EZGO,Consumer Discretionary
WSO,Financial Services
TRX,Technology
PLX,Materials & Construction Supplies
CLRB,Biotechnology
ECDA,Technology
STEM,Technology
BLND,Consumer discretionary
CTHR,Consumer Discretionary Goods - Apparel Manufacturing
NNDM,Tech/Energy
ELTX,Technology
USEA,S-Business Services
AXDX,Medical Technology
PDEX,Consumer Staples
GYRO,Energy
ESPR,Communications Equipments
SEMR,Technology
AMPX,Technology
MMYT,Technology
GSIW,Industrial Goods & Services
BWAY,Containers & Packaging
BGLC,Healthcare
DHC,Financial Services
SONM,Technology Software
MEGL,Energy
CGON,Technology
INUV,Technology
ONFO,Financial Services
AGX,Gold & Precious Metals
YI,Financial Services
AZTR,Technology
JMIA,Technology
MOVE,Financial Services
PRA,Technology
UTSI,Semiconductors & Semiconductor Equipment
BRZE,Technology
MUFG,Finance
PRTC,Information Technology
SFIX,Retail
SPHR,Healthcare
STOK,Technology
BNOX,Materials
JZXN,Metals and Mining
TDOC,Consumer Discretionary
CSLR,Information Technology
VRT,Healthcare
MCVT,Technology
NMHI,Medical Sciences/Healthcare
NOVA,Materials
SMWB,Technology
AZUL,Transportation/Logistics
BLDP,Batteries
NUKKW,Energy
VSTS,Technology
ONL,ONLINE INSURANCE COMPANY (T)
HWM^,Utilities
CCSI,Communications Services
ELLO,Information Technology
PXS,Technology
OSPN,Software
OMGA,Healthcare & Pharmaceuticals
PVH,Apparel/Footwear
USAU,Sports & Recreation
AVAH,Consumer Discretionary Services
GSM,Technology
LITM,Information Technology
NOAH,Software
PFIE,Information Technology
SHOT,Technology
AIRE,Recreational Services
BLDEW,Banking & Finance
LGCB,Sector: Consumer Defensive
SBLK,Financial Services
EXAI,Financial Services
MFG,Technology
INTG,Technology
ATIF,Technology
IDR,Information Technology
SNCR,Healthcare Technology Services
MNTSW,Finance
RXST,Energy
BWEN,Technology
DESP,Semiconductors & Semiconductor Equipment
CREX,Real Estate
CYBR,Information Technology
DNA,Healthcare
SOS,SOS -> Financials
PII,Financial Services
AAOI,Technology
HUT,Consumer Cyclical
DNTH,Technology
HIMX,Technology
SABS,Basic Materials
LDWY,Consumer Cyclicals
OLB,Retail/Wholesale
VMEO,Emerald Oil
MBX,Industrial Products
CRNT,Material
NE,Energy
PFSI,Consumer Discretionaries
HEAR,Technology
TMDX,Technology
INTR,Finance
MLCO,Consumer Discretionary Goods
DSP,Technology
IINN,Consumer Defensive
BKSY,Semiconductors & Semiconductor Equipment
KPLT,Consumer Discretionary
ZBIO,Healthcare
DSX,Financial Services
ARDX,Financial Services
MANU,Consumer Discretionary
CYTK,Biotechnology
ZBAO,Finance
MITQ,Technology
ACVA,Technology
SSP,Consumer Staples
SIEB,Financial Services
SLS,Industrial Goods/Services
BTOG,Technology
DECAW,Consumer Discretionary
BLBD,Banking Stock
BCG,Banking/Credit
PRTH,Health Technology
SGMA,Materials
CURI,Consumer Discretionary Services
AYTU,Healthcare
MRNS,Biotechnology
GPRK,Software
QD,Financial Services
CLF,Metals and Mining
OBLG,Financials
REVB,Technology
SPCE,Communications Services
TAOP,Clean Technology
GPCR,Biotechnology & Pharmaceuticals
BRAG,Media/Entertainment
XPRO,Technology
BCYC,Sector: Consumer Goods - Textile Mills and Apparel Factories
DLO,Technology
HBI,Consumer Goods/Services - Home Improvement & Construction
WAVE,Technology
NAAS,Technology
AIM,Technology
BTOC,Technology
CMND,Technology
TV,Technology
AUDC,Technology
ERAS,Healthcare
GLBS,Information Technology
YOU,Technology
AVDL,Consumer Discretionary
GNK,Energy
SHLS,Technology
RYDE,Financial Services
TWG,Technology
WFRD,Finance
KLTOW,"""Technology/Communication"""
KOPN,Telecommunications Services
GEVO,Renewable Energy
AXR,Information Technology
NUVB,Valuedance
SONO,Healthcare/ Biotech
GES,Industrial Goods/Services
ZEUS,Financials
TDTH,Health Technology
MBLY,Cloud Computing
SLE,Consumer Staples
CLAR,Technology
DBGIW,Communications
BYU,Technology
RIG,Energy
FROG,Technology
PEB,Financial Services
RH,Consumer Cyclical
AMLI,Real Estate
STRT,Real Estate Services
ICCM,Technology
AHT^I,Technology
BYND,Food & Beverage
MAIA,Technology
AIEV,Technology
AVGO,"Semiconductor 

# Next ticker?"
IBP,Energy
HOOK,Biotechnology
RMAX,Technology
GTLB,Consumer Discretionary Goods & Services
VFC,Real Estate
LAB,Healthcare
GWAV,Technology
MCRB,Materials
RBOT,Materials
DERM,Healthcare
BTBT,Cryptography
IFRX,Industry/Finance
CELC,Consumer Discretionarys
PD,Financials
SNDX,Software
QURE,Biotechnology
LIND,Technology
WETH,Technology
SYRA,Technology
CTXR,Communications Services
PHGE,Healthcare Technology
VINO,Wine & Spirits
XGN,Clean Technology
THRD,Semiconductors & Semi-Cond Equipment
GRWG,Consumer Discretionary
EHGO,Technology
FRGT,Furniture
ASR,Finance
UCL,Technology
STSSW,Technology
XMTR,Telecommunications
CMPOW,Technology/Communications Equipment
NCL,Telecom Services
KRRO,Real Estate
SBFM,Finance
MS^O,Technology
MIRM,Technology
AI,Technology
XRX,Financial Services
NAT,Technology
IPSC,Technology
CFLT,Communications
PMN,Materials
MOH,Healthcare Services
BVN,Communication Services
DK,Financials
KIDS,Technology
ICON,Technology
META,Technology
RIVN,Technology
IRIX,Information
ZKH,Utilities
VLN,Technology
MSB,Banking
AMR,Airlines/Aviation
FRGE,Consumer Discretionary Goods - Apparel Spending
SKLZ,Technology
DXYZ,Technology
UNF,Utilities
RDWR,Consumer Discretionary
ACB,Materials
TBBB,Industrial Goods/Services
FSM,Software
AKRO,Materials
HURA,Technology
ADAP,Technology
TFII,Biotechnology
DMRC,Consumer Discretionary
ARTV,Technology
HTCO,Technology
HOFV,Industrial Goods/Services
DYN,Financial Services
GGT^E,Energy
LXFR,Financials
PRTS,Consumer Cyclical
NFGC,Technology
ONCO,Technology
TDUP,Technology
DHCNI,Financials
CHH,Finance & Banks
MC,Technology
NTGR,Consumer Discretionary/Communication Services
SHOTW,Technology
W,Technology
AKBA,Healthcare
IVDA,Software
IPX,Technology
INNV,Consumer Staples
ANNX,Financial
VRNS,Healthcare
LEU,Materials
AHT^D,Real Estate Services
NFE,Refining Energy
VVI,Technology
CRBU,Communication Services
EVGO,Clean Energy
TRUE,Technology
ARMK,Consumer Defensive
GASS,Energy
FSLY,Software
KOD,Technology
DWSN,Technology
JYD,Utilities
BEEM,Biotechnology
TROW,Financial Services
GORO,Mining & Metals
AKAN,Technology
STAF,Technology
ZAPPW,Technology
DYCQR,Energy
SMXWW,Consumer Discretionary
NCI,Consumer Cyclical - Financials
SNAXW,Consumer Defensive
CSTM,CONSUMER CYCLICALS
GGROW,Utilities
KXIN,Technology
CLDI,Consumer Discretionary Services
NUWE,Technology
GNPX,Healthcare
CYCC,Technology
GNLN,Information Technology
ENSC,Energy
INAQW,Utilities
ILLRW,Utilities
CDTTW,Consumer Goods
MTEKW,Technology
NXL,Healthcare
ILLR,Real Estate
CMAX,Healthcare Services
BIVI,Medical Devices
MYPSW,Technology
NIVFW,Financial Services
XTLB,Technology
CELZ,Materials
APVO,Healthcare
BTBDW,Financials
SATLW,Consumer Defence Services
ALLK,Industrials
TRNR,Technology
RVMDW,Healthcare Services
NDRA,Technology
FGL,Financials
EFSH,Finance
SAG,Semiconductor
VERI,Technology
SDGR,Real Estate Investing & Services
TSEM,Semiconductors & Semiconductor Equipment
IVZ,Finances/Asset Management
NGD,Basmetals
CTGO,Information Technology
NUE,Steel & Iron
CRWD,Cybersecurity
EMX,Energy
SNAL,Technology.
ETON,Technology
TENB,Technology
BNZI,Utilities
DTSS,Technology Services
HNST,"FinTech 

# Sector Mapping Table 
- AMAT - Semiconductors & Semiconductor Equipment
- ATEN - Networking Equipments
- BABA - Consumer Goods
- BKNG - Internet Software & Services
..."
VSAT,Technology
KAPA,Biotechnology
BLFS,Healthcare
TNON,Technology
MUX,Lithium
WGS,Industrial Goods/Services
RDFN,Real Estate
NEPH,Biotechnology
MEC,Technology
IAG,Industrials
WHR,Homemaker Services
GSL,Basic Materials
ROMA,Communication Services
NWTNW,Communication Services
TDS^U,Technology Services
IDAI,Consumer Defense & Credit
MLTX,Technology
GLDD,Materials
LAZR,Photonics & Lasers
SDOT,Technology
MCFT,Consumer Discretionary
BOWL,Communication Services
WEAV,Textiles - Apparel - Fashion
BNR,Banking
SMFG,Banking
AHCO,Technology
GPRO,Gaming & Amusement Parks
HPE,Technology
MVST,Technology
EVGOW,Information Technology
INVX,Information Technology
CXDO,Healthcare
MMM,Consumer Discretionary Goods & Services
NRIX,Utilities
WDS,Consumer Defence & Dividend Securities
VRPX,Technology
LEVI,Consumer Discretionary
MAR,Communication Services
SCSC,Technology
FREY,Real Estate Services
TSVT,Technology
BIGC,Technology
JELD,Home Improvement
PLRX,Biotechnology
KEN,Consumer Goods
PDFS,Finance
ELPC,Financials/Real Estate Investments & Management
DTB,Finance
TCRX,Energy
ADTN,Telecom Services
ALRN,Technology
TDS^V,Technology Services
SST,Industrial Goods/Services
MXC,Materials
GNS,Technology
BELFB,Communication Services
SII,Consumer Cyclical
DCBO,Blockchain & Fintech
CYTH,Technology
OMCL,Healthcare
NVGS,Technology
EVER,Clean Energy
DBVT,Biotechnology
NGNE,Energy
OEC,Technology
DKNG,Sports & Leisure
PX,Materials
PSQH,Consumer Goods
NXTC,Technology
PGRE,Finance
MPC,Automotive
PSN,Finance
CLEU,Basic Materials
KRKR,Technology
INDI,Technology
PROF,Finance
SANA,Healthcare Services
REAX,Utilities
LRE,Real Estate
BASE,Technology
OPEN,Technology
NVDA,Technology
VTEX,Technology
LE,Leisure
LCUT,Consumer Discretionary
MCHX,Technology
BZFD,Consumer Finance
STGW,Technology
SYBX,Pharmaceuticals/Healthcare
PTLE,Technology
NWL,Financials
UAMY,Materials
IMNN,Finance
WOR,Financial Services
SOUNW,Technology
LXEO,Health Care
PJT,Financial Services
INMD,Technology
GOEV,Electric Vehicles
CTA^B,Technology
XP,Tecnology
PACB,Biotechnology
CZR,Leisure/Hotels
TOYO,Technology
ZS,"""Medical Technology"""
SPGC,Pharmaceuticals and Biotechnology
STIM,Technology
SIFY,Technology
VIK,Financial Services
KALV,Consumer Cyclical
GSAT,Technology
SMR,Semiconductor & Other Electronic Components
GVP,Technology
MREO,Consumer Discretionary Goods
VRTS,Sector: Technology
APA,Energy
CCCC,Industrials
BHIL,Technology
URGN,Biotechnology
ETO,Industrials
ZVSA,Consumer & Staple Goods
INMB,Biotechnology
LAZ,Financial services
PBF,Refining
STKL,Consumer Discretionary
CNTY,Consumer Services
SMMT,Technology
MRIN,Technology
MD,Materials;
SMTK,Industrial Goods/Services
SRAD,Technology/Communication Services
SITM,Technology
ABNB,Technology
OBT,Technology
PIPR,Consumer Discretionary
NMR,Consumer Cyclical
GMGI,Technology
MODD,Technology
PAXS,Financial Services
TOP,Technology
ITCI,Technology
OII,Energy
ME,Media & Entertainment
IH,Technology
EXG,Technology
ATOS,Technology
AMTX,Energy
BTM,Technology
CPHI,Healthcare Services
REAL,Consumer Discretionary
WBD,Technology
HXL,Consumer Discretionary
AVPT,Technology
DYAI,Technology
SCS,Consumer Staples
MHNC,Technology
EDBL,Utilities
VKTX,Therapeutics/Tools
DHIL,Healthcare
MTUS,Software and Services
SOHU,Technology
FA,Finance
EHAB,Real Estate - Retail
AC,Financials
TEAM,Software & Services
SBGI,Savings Institutions
VERV,Consumer Discretionary Goods & Services
DINO,Energy
APYX,Consumer Services
ORGNW,Technology Equipment
TDW,Technology
AMZN,Technology
ONON,Software - Communication Services
CGNT,Healthcare
MLKN,Materials
VNCE,Technology
ARCB,Energy
CTRM,Technology
PWUPU,Communications
ZIP,Utilities
CRON,Consumer Stables
DTIL,Industrial Goods/Services
RVP,Technology
MSTR,Technology
SER,Financial Services
AESI,Technology
MEI,Technology
UPBD,Technology
INV,Utilities
CRDO,Financials
FURY,Financial Services
SGML,Technology
KOP,Materials
GLST,Communication Services
ATOM,Cryptocurrencies & Blockchain
HSCS,Consumer Discretionary Services
CWAN,Software & Services
AKAM,Security and Identity Software
BHR,HOTELS
YALA,Financial Services
OMER,Healthcare Sevices
IMRN,Technology
ALB,Chemicals</s>
HOOD,Financial Services
LIF,Financials
PROP,Real Estate
AILEW,Technology
IAUX,Technology
AFMD,Biotechnology
ULBI,Banking & Finance
SOTK,Finance
ZCMD,Communication Services
JBLU,Transportation
NOA,Software
SRG,Technology
SMLR,Technology
RSSS,Technology
LSF,Technology
MU,Technology
AM,Financial Services
TGB,Technology
NOTE,Technology
AVD,Technology
JAGX,Health Care
INSP,Healthcare Pharmaceuticals
PWUP,Financials
SPT,Real Estate
RPTX,Technology
EOLS,Biotechnology
CMBT,Banking & Finance
AIRG,Information Technology
LBTYB,Financials
NSIT,Semiconductor/Technology Devices/Equipment
ATH^D,Technology
CGO,Financial Services
CDR^B,Consumer Discretionaries
DXLG,Apparel
SB,Financials
RZLV,Leveraged Loan Fund (Banks)
MTRX,Technology
XENE,Communication Services
OKTA,Software
SFL,Financials
BLMZ,Utilities
CISS,Technology
PANL,Media
ZEPP,Technology
FTNT,Security
ACLX,Healthcare Technologies
HBM,Semiconductors & Semiconductor Equipment Sector
ATHE,Finance/Investments
NVEC,Semiconductors & Semiconductor Equipment
CNS,COSMETICS
ESRT,Office REITs
MODG,Communications Services
DDOG,Cybersecurity
NMM,Technology
AGFY,Consumer Discretionary Goods
KRNT,Technology
OABI,Biotechnology
CODA,Technology
EXTO,Finance & Banks (Financials)
IHG,Consumer Services
OLPX,Oildale Energy Services Inc (Unspecified)
TASK,Finance
AILE,Industrial Goods/Services - Aerospace / Defense
MHLA,Technology
CRVS,Consumer Services
KOS,Basic Materials
IRWD,Software
BABA,Consumer Discretionary Goods & Services  - $COMMUNICATION SERVICES and Information Technology.
CALX,Communications
LXU,Lundin Energy
CVLT,Technology
MTZ,Financials
MDWD,Utilities
EVH,Aerospace/Defense Equipment
SLDP,Technology
AKYA,Technology
LPTH,Healthcare
COOT,Technology
FARO,Industrial Equipment & Components
ZOM,Real Estate
EDIT,Technology
LTH,Financial Services
VSEE,Technology
CHR,Communication Services
DARE,Consumer Cyclical
KSPI,Software & Services
DATS,Technology
EPAM,Information Technology
AIRJ,Transportation
PODC,Biotech
ATNFW,Finance
BBN,Banking & Finance
ALB^A,"Albemarle Corporation (ALB^A) 
Sector: Materials"
ROAD,"Roadstone Holdings Plc 
Sector: Industrial Goods/Services"
COCO,Consumer Discretionary Services
DTG,Technology
PMF,Financial Services
LEGN,Technology
TEM,Industrials
RRR,Healthcare
GILT,Metals & Mining
HP,Technology
AJX,Construction
STLD,Steel
BPMC,Energy
MOGO,Technology
LRMR,REIT-Equity Real Estate Investment Trusts-Income
FLYX,Technology
SHOP,Consumer Discretionary
BTE,Technology
TGI,Telecommunications Services
UEC,Energy
BBUC,Consumer Goods
RBRK,Technology
IDYA,Technology
RYI,Technology/Communication Services & Utilities
BBU,Utilities
INN,Technology
LGI,Real Estate Investments & Operations
EGY,Oil & Gas Services
PENG,Energy
MNDY,Software
UWMC,United Wholesale Mortgage Company (Finance)
HNRG,Energy
LPA,Technology
GFS,Financials & Services
RITR,Technology
SWIM,Technology
INSM,Biotechnology
CCLD,Technology
CODX,"Diagnostic & Research 

(Ticker: CODX and Sector: Diagnostic & Research)"
NYCB^A,"New York Community Bancorp, Inc - Banking"
S,Technology
ASPN,Consumer Discretionary Services
OMH,"Omnichannel & Multidevice Retail Commerce ($OMH) 
-> Consumer Discretionary (Consumer Discretionary)"
SGLY,Consumer Discretionary
WH,Healthcare
MP,Materials
RCEL,Materials/Supplies
GGT,Technology
KORE,Semiconductor & Specialty Electronic Products
MOMO,Technology
FMN,Technology
MHLD,Homebuilding
SBET,Technology
OPAL,Consumer Discretionary
MOGU,Technology
ORLA,Technology
MTD,Information Technology
HRMY,Technology
AAP,Information Technology
ENJ,NVIDIA Corporation's GPU Technology
AGIO,Biotechnology
FEIM,Industrials
HAO,Technology
DNMR,Technology
ETW,Tecnology
BETR,Financials
AMC,Cyclical
URBN,Consumer Discretionary
IHRT,Technology
ADSEW,Real Estate Services
EXFY,Technology
BC,Consumer Discretionary and Metals & Mining
CDLX,Consumer Staples
UP,Technology
M,Materials
NTCT,InformationTechnology
TOI,Technology
OKUR,Technology
DAVA,Technology
COMP,Communication Services
ESTC,Software
HOTH,Technology
GEF,Technology
SFWL,Financial Services
ISPO,Technology
GOLF,Consumer Discretionary
ABLLL,Financial Services
QS,Technology
CRD/A,Technology
SGC,Technology
KROS,Technology
MNKD,Consumer Discretionary
VTGN,Technology
ARWR,Software
OPTN,"Option Therapeutics, Inc., Healthcare Sector"
ACIU,Biotechnology
REVG,Industrial Equipment & Construction
AVIR,Biotechnology
APLS,Financials
OFIX,Technology
BBAR,Technology
RKLB,Technology
DRIO,Finance
MYRG,Real Estate
TOMZ,Technology & Media
SNEX,Technology
WNC,Financial Services
AVY,Insurance - Property & Casualty
RVLV,Consumer Discretionary
WLYB,Consumer Goods
AMST,Materials & Construction
CREG,Conglomerates
NGVT,Green Goods/Alts
AZPN,Technology
ONTO,Technology
VAL,Finance
ATS,Technology
SLRN,Real Estate
NCZ,Consumer Discretionary GOODS
UPLD,Real Estate Investment Trusts - REITs
ELAB,Retail/Consumer Services
TRT,Transportation
PK,Technology
NEWT,Technology
INOD,Medical Instruments/Supplies
AMG,Financial Services
NVG,Technology
PMX,Semiconductors & Semiconductor Equipment
PBPB,Healthcare
BIDU,Tech
MT,Technology
JPM^K,Financials
FLUX,Technology
DAKT,Technology
RSVR,Real Estate
VBNK,Finance
WIMI,Technology
BCS,Financials
USB^Q,Technology
KLG,Technology
SPNS,Technology
CMPX,Communication Services
TLSI,Software
NMCO,Communication Services
MATH,Technology
BWMN,Industrial Goods/Services
REGN,Biotechnology
OTEX,Technology/ Software & Services
SIMO,Semiconductor & Other Electronic Components
NCLH,Consumer Discretionary
MGTX,Biotechnology
RILY,Real Estate Investment Trusts
AGMH,Healthcare Technology
LEXX,Technology
CHWY,Technology
MGM,Leisure & Gaming Services
CTM,Technology
NTRSO,Technology
SMHI,Financial Services
VTLE,Technology
EM,Emerging Markets
AAPL,Technology
OLED,Technology
GROV,Technology
CSWI,Energy
PUBM,Technology/Internet
RAMP,Technology
TURN,Technology/Communications Equipment
FLGT,Technology
HLLY,Healthcare
UBX,Finance
STRL,Real Estate Services
SDRL,Energy
BGC,Financial Services
TKNO,Technology
OCGN,Financial Services
ADN,Technology
BSIG,Technology
EWCZ,Consumer Discretionary Goods/Services
SSYS,Technology
WRBY,Financial Services
CGEM,Technology
DCOMP,Technology
KEQU,Technology
AEMD,Technology
AGAE,Technology
EDSA,Communication Services
AOSL,Technology
PAY,Finance
JPM^M,Financial Services
BLBX,Banking & Finance
SIG,Materials
CCCS,Technology
HPK,Technology
CHEF,Consumer Discretionary
RELI,Real Estate
AMRX,Healthcare
ABCL,Technology
BACK,Communication Services
NRT,REAL ESTATE SERVICES
HAIN,Consumer Staples
TRTN^E,Technology
APAM,Global Equity
FRSH,Consumer Staples
ABLV,"Agriculture,Chemicals & Fertilizers"
IR,Industrials
FOA,Technology
KKRS,Communication Services
CCL,Cruise
ATEN,Communication Technology
YPF,Energy
ABVX,Technology
TNYA,Technology
TEX,Technology
KTF,Technology
ATYR,Technology/Energy
FULTP,Technology
CDLR,Finance
CDRO,Consumer Discretionary Services
KEY^K,Technology
OMF,OM Group - Specialty Business Services
NKTR,Biotechnology/Specialty Pharmaceuticals
FNGR,Technology
TFPM,Finance
EDRY,Energy
VLO,Energy
CMCT,Technology
OMI,Materials
KIND,Consumer Discretionary Goods and Services
RCMT,Semiconductors & Other Electronic Components
KO,Consumer Staple Goods & Service
NBTX,Medical Technology
BAC^N,Banking
BLD,Consumer Cyclical
YY,YY - Consumer Cyclical
ETG,Technology
AHT,Technology
DTSTW,Technology
CAMT,Financials
MPTI,Technology
POET,Basic Materials
MYPS,Technology
ENX,Technology
KRUS,Technology
HPE^C,Information Technology
BTSG,Technology
ICCT,Telecommunications Services
ALHC,Technology
ACHV,Healthcare
AMBC,Communication Services
GRFX,Financials
BON,Consumer Discretionary Goods
HLI,Healthcare
RXO,Materials
SWI,Technology
BNAI,Sector: Real Estate & Mgmt. Services
CNC,Construction Materials
CRNX,Computer Networks
BMA,Healthcare
BLZE,Biotech
PASG,Consumer Discretionary Services
AFJKU,Technology
WMS,Waste Management & Technology Services
PWR,Electronics
ARHS,Transportation
SEAT,Technology
IMO,Industrial Supplies & Services
CWH,Consumer Discretionaries
DHR,Health Care Services
LAW,Financials
NEWP,Technology
AVDX,Technology
KT,Technology
USAS,Energy
PBM,PharmaBiotech (PB&M)
GOGL,Energy
KURA,Healthcare Technology
VERA,Technology
GRPN,InformationTechnology
RGLS,Consumer Discretionary
SONY,Technology
IVAC,Biotechnology
SPOT,Technology
MLYS,Technology
SNBR,Consumer Discretionary
DECK,Consumer Discretionary Goods & Services
ALVR,Technology
CNTA,Technology - Internet Software & Services
XIN,Basic Materials
UL,Consumer Goods
DOCN,Defense
NR,Consumer Discretionaries
FWRD,Real Estate Services
RNXT,Technology
VSTEW,Information Technology
TMCWW,Information Technology
NCNC,Technology - Software Services
AUUDW,Energy
LIXTW,Technology
KLTO,Finance
KACLW,Communication Services
HTOOW,Technology
PEGY,Communications Services
SQFTW,Information Technology
ACON,Consumer Services
CTCX,Technology
MULN,Consumer Discretionary Goods & Services
IROHR,Healthcare
RVPH,Healthcare
SHFSW,Finance
LSBPW,Telecom Services
PROCW,Software & Services
WHLR,Information Technology
MGLD,Industrials/Consumer Cyclical
GRI,Basic Materials
APCXW,Semiconductors & Other Electronic Components
SYTAW,Technology
RVPHW,Healthcare
NEP,REIT - Residential
HYZN,Semiconductors and Semi-Conductor Devices
NNE,Technology
ESLAW,Telecommunications Services
CMBM,Consumer Goods
TCBP,Consumer Services
UPXI,Health Care
SEDG,Electronics
HCVIW,Technology
ENPH,Energy
HYZNW,Consumer Goods - Auto & Automotive Parts
ALAR,Technology
VERO,Technology
DFLIW,Finance
UXIN,Consumer Discretionary
RENEW,Renewable Energy
CHSN,Consumer Discretionary
KUKE,Financial Services
SRM,Technology
INHD,Homebuilding
MOLN,Biotechnology
HONDW,Technology
BIOR,Health Care
BDN,Bond and Investment Services (BDN)
ORIS,Technology
NIVF,Technology
TANH,Consumer Discretionary
CTNT,Technology
MFH,Healthcare
JCSE,Technology
BAERW,Industrials
CHEK,Consumer Services
MMA,Technology
RGTIW,Technology
VTAK,Technology
DSY,Financial Services
TSE,Technology
DPCSW,Societe Generale
LOBO,Consumer Discretionary Services
LKCO,Consumer Discretionary
NIXXW,Technology
OKLO,Clean Energy
FNVTW,Technology
MI,Financial Services
HSDT,Consumer Cycology sector
OCUP,Technology
LSEAW,Banking and Finance
TCBPW,Consumer Services
SHIM,Semiconductors & Semiconductor Equipment
MNPR,Financial Services
UKOMW,Oil & Gas
IVP,Healthcare
VSSYW,Technology
DOGZ,Technology
QMMM,Technology
INDP,Technology.
FEBO,Technology
JWEL,Finance
KDLY,Software
XLO,Materials
CAPT,Technology
IMTXW,Technology
VSME,Technology
NAYA,Technology
LGCY,Real Estate
WGO,Retail
JNVR,Technology
BSGM,Industrial Metals & Minerals
RENB,Real Estate Holders & Managers
PRME,Information Technology
EVTL,Technology
CSLRW,Materials/Decompositors
MDAI,Technology
MLAB,Technology Services
HUBCW,Technology
GRRRW,Technology
SLNH,Finance & Investments
TAL,Technology
KSCP,Consumer Discretionary
OAKUW,Real Estate Services
BPOP,Banking & Savings Sector
ZOOZW,Consumer Discretionary
HTCR,Finance
NUKK,Industrial Services
JTAI,Technology
ATHA,Materials
CING,Finance
CNSP,Biotechnology
HY,Technology Stock Sector
BAC^O,Banking/Financial Services
FLNG,Energy
SQM,Materials
GCO,Consumer Cyclical
