symbol,name
BLBX,Blackboxstocks Inc. Common Stock
SIG,Signet Jewelers Limited Common Shares
CCCS,CCCS: CCC Intelligent Solutions Holdings Inc. Common Stock
HPK,"HighPeak Energy, Inc. Common Stock"
CHEF,"The Chefs' Warehouse, Inc. Common Stock"
RELI,"Reliance Global Group, Inc. Common Stock"
AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock"
ABCL,AbCellera Biologics Inc. Common Shares
BACK,"IMAC Holdings, Inc. Common Stock"
NRT,North European Oil Royality Trust Common Stock
HAIN,"Hain Celestial Group, Inc. (The) Common Stock"
TRTN^E,"Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares 
also known as ""Triton International Limited"""
APAM,Artisan Partners Asset Management Inc. Class A Common Stock
FRSH,Freshworks Inc. Class A Common Stock
ABLV,Able View Global Inc. Class B Ordinary Shares
IR,Ingersoll Rand Inc. Common Stock
FOA,"Finance of America Companies Inc. 
Class A Common Stock"
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061
CCL,Carnival Corporation Common Stock
ATEN,"A10 Networks, Inc. Common Stock"
YPF,YPF Sociedad Anonima Common Stock
ABVX,Abivax SA American Depositary Shares
TNYA,"Tenaya Therapeutics, Inc. Common Stock"
TEX,Terex Corporation Common Stock
KTF,DWS Municipal Income Trust
ATYR,"aTyr Pharma, Inc. Common Stock"
FULTP,"Fulton Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A"
CDLR,Cadeler A/S
CDRO,"Codere Online Luxembourg, S.A. Ordinary Shares"
KEY^K,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G"
OMF,"OneMain Holdings, Inc. Common Stock"
NKTR,Nektar Therapeutics
FNGR,"FingerMotion, Inc. Common Stock"
TFPM,Triple Flag Precious Metals Corp. Common Shares
EDRY,EuroDry Ltd. Common Shares
VLO,Valero Energy Corporation Common Stock
CMCT,Creative Media & Community Trust Corporation Common stock
OMI,"Owens & Minor, Inc. Common Stock"
KIND,"Nextdoor Holdings, Inc. Class A Common Stock"
RCMT,"RCM Technologies, Inc. Common Stock"
KO,Coca-Cola Company (The) Common Stock
NBTX,Nanobiotix S.A. American Depositary Shares
BAC^N,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL"
BLD,TopBuild Corp. Common Stock
YY,JOYY Inc. American Depositary Shares
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest
AHT,Ashford Hospitality Trust Inc Common Stock
DTSTW,Data Storage Corporation Warrant
CAMT,Camtek Ltd. Ordinary Shares
MPTI,"M-tron Industries, Inc. Common Stock"
POET,POET Technologies Inc. Common Shares
MYPS,"PLAYSTUDIOS, Inc."
ENX,"Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value."
KRUS,"Kura Sushi USA, Inc."
HPE^C,Hewlett Packard Enterprise Company
BTSG,"BrightSpring Health Services, Inc. Common Stock"
ICCT,iCoreConnect Inc.
ALHC,"Alignment Healthcare, Inc. Common Stock"
ACHV,"Achieve Life Sciences, Inc. Common Shares"
AMBC,"Ambac Financial Group, Inc. Common Stock"
GRFX,"Graphex Group Limited American Depositary Shares, each American Depositary Share representing 20 Ordinary Shares"
BON,Bon Natural Life Limited Ordinary Shares
HLI,"Houlihan Lokey, Inc. Class A Common Stock"
RXO,"RXO, Inc. Common Stock"
SWI,SolarWinds Corporation Common Stock
BNAI,Brand Engagement Network Inc. Common Stock
CNC,Centene Corporation
CRNX,"Crinetics Pharmaceuticals, Inc. Common Stock"
BMA,Banco Macro S.A. ADR (representing Ten Class B Common Shares)
BLZE,"Backblaze, Inc. Class A Common Stock"
PASG,"Passage Bio, Inc."
AFJKU,"Aemie Health Technology Co., Ltd."
WMS,"Advanced Drainage Systems, Inc. Common Stock"
PWR,"Quanta Services, Inc. Common Stock"
ARHS,"Arhaus, Inc."
SEAT,Vivid Seats Inc. Class A Common Stock
IMO,Imperial Oil Limited Common Stock
CWH,"Camping World Holdings, Inc."
DHR,Danaher Corporation Common Stock
LAW,"CS Disco, Inc. Common Stock"
NEWP,New Pacific Metals Corp. Common Shares
AVDX,"AvidXchange Holdings, Inc."
KT,KT Corporation Common Stock
USAS,"Americas Gold and Silver Corporation Common Shares, no par value."
PBM,Psyence Biomedical Ltd. Common Shares
GOGL,Golden Ocean Group Limited Common Stock
KURA,"Kura Oncology, Inc. Common Stock"
VERA,"Vera Therapeutics, Inc. Class A Common Stock"
GRPN,"Groupon, Inc. Common Stock"
RGLS,Regulus Therapeutics Inc. Common Stock
SONY,Sony Group Corporation American Depositary Shares
IVAC,"Intevac, Inc."
SPOT,Spotify Technology S.A. Ordinary Shares
MLYS,"Mineralys Therapeutics, Inc. Common Stock"
SNBR,Sleep Number Corporation Common Stock
DECK,Deckers Outdoor Corporation Common Stock
ALVR,"AlloVir, Inc. Common Stock"
CNTA,Centessa Pharmaceuticals plc American Depositary Shares
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares
UL,Unilever PLC Common Stock
DOCN,"DigitalOcean Holdings, Inc. Common Stock"
NR,"Newpark Resources, Inc. Common Stock"
FWRD,Forward Air Corporation Common Stock
RNXT,"RenovoRx, Inc. Common Stock"
VSTEW,Vast Renewables Limited Warrants
TMCWW,TMC The Metals Company Inc Warrants
NCNC,noco-noco Inc. Ordinary Share
AUUDW,Auddia Inc. Warrants
LIXTW,"Lixte Biotechnology Holdings, Inc. Warrants"
KLTO,"Klotho Neurosciences, Inc. Common Stock"
KACLW,Kairous Acquisition Corp. Limited Warrants
HTOOW,Fusion Fuel Green PLC Warrant
PEGY,Pineapple Energy Inc. Common Stock
SQFTW,"Presidio Property Trust, Inc."
ACON,"Aclarion, Inc."
CTCX,Carmell Corporation Common Stock
MULN,"Mullen Automotive, Inc. Common Stock"
IROHR,Iron Horse Acquisitions Corp.
RVPH,"Reviva Pharmaceuticals Holdings, Inc. Common Stock"
SHFSW,"SHF Holdings, Inc. Warrants"
LSBPW,"LakeShore Biopharma Co., Ltd Warrants"
PROCW,"Procaps Group, S.A. Warrants"
WHLR,"Wheeler Real Estate Investment Trust, Inc. Common Stock"
MGLD,"The Marygold Companies, Inc. Common Stock"
GRI,"GRI Bio, Inc. Common Stock"
APCXW,AppTech Payments Corp.
SYTAW,"Siyata Mobile, Inc. Warrant"
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. Warrants"
NEP,"NextEra Energy Partners, LP"
HYZN,Hyzon Motors Inc. Class A Common Stock
NNE,Nano Nuclear Energy Inc. Common Stock
ESLAW,"Estrella Immunopharma, Inc. Warrant"
CMBM,Cambium Networks Corporation Ordinary Shares
TCBP,TC BioPharm (Holdings) plc American Depositary Shares
UPXI,"Upexi, Inc. Common Stock"
SEDG,"SolarEdge Technologies, Inc."
HCVIW,Hennessy Capital Investment Corp. VI Warrant
ENPH,"Enphase Energy, Inc. Common Stock"
HYZNW,Hyzon Motors Inc. Warrants
ALAR,Alarum Technologies Ltd. American Depositary Share
VERO,Venus Concept Inc. Common Stock
DFLIW,Dragonfly Energy Holdings Corp. Warrant
UXIN,Uxin Limited ADS
RENEW,Cartesian Growth Corporation II Warrant
CHSN,Chanson International Holding Class A Ordinary Shares
KUKE,"Kuke Music Holding Limited American Depositary Shares, each representing one  Ordinary Share."
SRM,"SRM Entertainment, Inc. Common Stock"
INHD,Inno Holdings Inc. Common Stock
MOLN,Molecular Partners AG American Depositary Shares
HONDW,HCM II Acquisition Corp. Warrant
BIOR,"Biora Therapeutics, Inc. Common Stock"
BDN,Brandywine Realty Trust Common Stock
ORIS,Oriental Rise Holdings Limited Ordinary Shares
NIVF,NewGenIvf Group Limited Class A Ordinary Shares
TANH,Tantech Holdings Ltd. Common Shares
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock
MFH,Mercurity Fintech Holding Inc. Ordinary Shares
JCSE,JE Cleantech Holdings Limited Ordinary Shares
BAERW,"Bridger Aerospace Group Holdings, Inc. Warrant"
CHEK,Check-Cap Ltd. Ordinary Share
MMA,Alta Global Group Limited Ordinary Shares
RGTIW,"Rigetti Computing, Inc. Warrants"
VTAK,"Catheter Precision, Inc. Common Stock"
DSY,Big Tree Cloud Holdings Limited Ordinary Shares
TSE,Trinseo PLC Ordinary Shares
DPCSW,DP Capital Acquisition Corp I Warrants
LOBO,LOBO EV TECHNOLOGIES LTD. Ordinary shares
LKCO,Luokung Technology Corp Ordinary Shares
NIXXW,"Nixxy, Inc. Warrant"
OKLO,Oklo Inc.
FNVTW,Finnovate Acquisition Corp. Warrants
MI,NFT Limited Class A Ordinary Share
HSDT,"Helius Medical Technologies, Inc."
OCUP,"Ocuphire Pharma, Inc. Common Stock"
LSEAW,Landsea Homes Corporation Warrant
TCBPW,TC BioPharm (Holdings) plc Warrants
SHIM,Shimmick Corporation Common Stock
MNPR,Monopar Therapeutics Inc. Common Stock
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025
IVP,"Inspire Veterinary Partners, Inc. Class A Common Stock"
VSSYW,Versus Systems Inc.
DOGZ,Dogness (International) Corporation Class A Common Stock
QMMM,QMMM Holdings Limited Ordinary Shares
INDP,"Indaptus Therapeutics, Inc."
FEBO,Fenbo Holdings Limited Ordinary Shares
JWEL,Jowell Global Ltd. Ordinary Shares
KDLY,"Kindly MD, Inc. Common Stock"
XLO,"Xilio Therapeutics, Inc. Common Stock"
CAPT,Captivision Inc. Ordinary Shares
IMTXW,Immatics N.V.
VSME,VS Media Holdings Limited Class A Ordinary Shares
NAYA,"NAYA Biosciences, Inc."
LGCY,Legacy Education Inc. Common Stock
WGO,"Winnebago Industries, Inc."
JNVR,Janover Inc. Common Stock
BSGM,"BioSig Technologies, Inc."
RENB,Renovaro Inc. Common Stock
PRME,"Prime Medicine, Inc. Common Stock"
EVTL,Vertical Aerospace Ltd. Ordinary Shares
CSLRW,"Complete Solaria, Inc. Warrants"
MDAI,"Spectral AI, Inc. Class A Common Stock"
MLAB,"Mesa Laboratories,Inc."
HUBCW,"Hub Cyber Security Ltd. Warrant 2,27,28"
GRRRW,Gorilla Technology Group Inc. Warrant
SLNH,"Soluna Holdings, Inc. Common Stock"
TAL,TAL Education Group
KSCP,"Knightscope, Inc. Class A Common Stock"
OAKUW,Oak Woods Acquisition Corporation Warrant
BPOP,"Popular, Inc."
ZOOZW,ZOOZ Power Ltd. Warrant
HTCR,"Heartcore Enterprises, Inc."
NUKK,Nukkleus Inc. Common Stock
JTAI,Jet.AI Inc. Common Stock
ATHA,"Athira Pharma, Inc. Common Stock"
CING,Cingulate Inc. Common Stock
CNSP,"CNS Pharmaceuticals, Inc. Common Stock"
HY,"Hyster-Yale, Inc."
BAC^O,Bank of America Corporation
FLNG,FLEX LNG Ltd. Ordinary Shares
SQM,Sociedad Quimica y Minera S.A. Common Stock
GCO,Genesco Inc. Common Stock
ZYXI,"Zynex, Inc. Common Stock"
WULF,TeraWulf Inc.
JANX,"Janux Therapeutics, Inc."
PBHC,"Pathfinder Bancorp, Inc. Common Stock (MD)"
TTI,"Tetra Technologies, Inc. Common Stock"
AHL^E,Aspen Insurance Holdings Limited
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock
TSLA,"Tesla, Inc. Common Stock"
NSSC,"NAPCO Security Technologies, Inc. Common Stock"
CC,Chemours Company (The) Common Stock
GIPR,Generation Income Properties Inc. Common Stock
VALE,VALE S.A. American Depositary Shares Each Representing One Common Share
CGAU,Centerra Gold Inc. Common Shares
REI,"Ring Energy, Inc. Common Stock"
AEF,"abrdn Emerging Markets Equity Income Fund, Inc. Common Stock"
IHS,IHS Holding Limited Ordinary Shares
BBIO,"BridgeBio Pharma, Inc. Common Stock"
SQ,"Block, Inc."
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046
ALNT,Allient Inc. Common Stock
CRCT,"Cricut, Inc. Class A Common Stock"
ZH,Zhihu Inc.
NIXX,"Nixxy, Inc. Common Stock"
RDY,Dr. Reddy's Laboratories Ltd Common Stock
HLX,"Helix Energy Solutions Group, Inc. Common Stock"
NFLX,"Netflix  

# Ticker: GOOGL, Name: Alphabet Inc. Class C is not present but A will suffice as the data provided does not specify otherwise for this ticker."
VFSWW,VinFast Auto Ltd. Warrant
NXT,Nextracker Inc. Class A Common Stock
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock"
TKO,"TKO Group Holdings, Inc. Class A Common Stock"
HUHU,HUHUTECH International Group Inc. Ordinary Shares
HLT,Hilton Worldwide Holdings Inc. Common Stock
COOK,"Traeger, Inc. Common Stock"
HCWC,Healthy Choice Wellness Corp. Class A Common Stock
ARTW,"Art's-Way Manufacturing Co., Inc. Common Stock"
VALN,Valneva SE American Depositary Shares
IQ,"iQIYI, Inc. American Depositary Shares"
BOWNR,Bowen Acquisition Corp Rights
VLCN,"Volcon, Inc. Common Stock"
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares)"
TBBK,The Bancorp Inc Common Stock
TBPH,"Theravance Biopharma, Inc. Ordinary Shares"
BYRN,"Byrna Technologies, Inc."
LTRX,"Lantronix, Inc. Common Stock"
DNUT,"Krispy Kreme, Inc. Common Stock"
OVV,Ovintiv Inc. (DE)
JEF,Jefferies Financial Group Inc. Common Stock
ADV,Advantage Solutions Inc. Class A Common Stock
ENTA,"Enanta Pharmaceuticals, Inc. Common Stock"
AIRJW,Montana Technologies Corporation Warrant
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock"
LULU,lululemon athletica inc. Common Stock
TS,Tenaris S.A. American Depositary Shares
WOOF,"Petco Health and Wellness Company, Inc. Class A Common Stock"
HPP,"Hudson Pacific Properties, Inc. Common Stock"
NATH,"Nathan's Famous, Inc. Common Stock"
QDEL,QuidelOrtho Corporation Common Stock
DRH,Diamondrock Hospitality Company Common Stock
QTRX,Quanterix Corporation Common Stock
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value
WDAY,"Workday, Inc. Class A Common Stock"
TAK,Takeda Pharmaceutical Company Limited American Depositary Shelter
NMG,Nouveau Monde Graphite Inc. Common Shares
ZG,"Zillow Group, Inc. Class A Common Stock"
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest
DXC,DXC Technology Company Common Stock
CMRX,"Chimerix, Inc. Common Stock"
LEV,The Lion Electric Company Common Shares
JWN,"Nordstrom, Inc. Common Stock"
CMMB,Chemomab Therapeutics Ltd.
WLDN,"Willdan Group, Inc."
VNOM,"Viper Energy, Inc. Class A Common Stock"
RDVT,"Red Violet, Inc. Common Stock"
ENVA,"Enova International, Inc."
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
FTFT,Future FinTech Group Inc. Common Stock.
VCV,Invesco California Value Municipal Income Trust Common Stock
FHN^F,First Horizon Corporation
BNED,"Barnes & Noble Education, Inc Common Stock"
IMTX,Immatics N.V. Ordinary Shares
INTJ,Intelligent Group Limited Ordinary Shares
DHF,BNY Mellon High Yield Strategies Fund Common Stock
ALL^I,Allstate Corporation
PATK,"Patrick Industries, Inc. Common Stock 
(""PATK"") = (""Patrick Industries, Inc."")"
JEQ,"abrdn Japan Equity Fund, Inc. Common Stock"
DEO,Diageo plc Common Stock
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest.
INTC,Intel Corporation Common Stock
CUE,"Cue Biopharma, Inc. Common Stock"
CVV,CVD Equipment Corporation Common Stock
DV,"DoubleVerify Holdings, Inc. Common Stock"
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock
MUR,Murphy Oil Corporation Common Stock
DBX,"Dropbox, Inc."
ENTO,"Entero Therapeutics, Inc. Common Stock 
(ENTO)"
GME,GameStop Corporation Common Stock
TUYA,Tuya Inc. American Depositary Shades
RMT,"Royce Micro-Cap Trust, Inc. Common Stock"
BDSX,"Biodesix, Inc. Common Stock"
DBRG,"DigitalBridge Group, Inc."
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062
AUUD,Auddia Inc. Common Stock
ARGX,argenx SE American Depositary Shares
FCUV,Focus Universal Inc. Common Stock
CE,Celanese Corporation Common Stock
ATAT,Atour Lifestyle Holdings Limited
SPIR,"Spire Global, Inc. Class A Common Stock"
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares
TTMI,"TTM Technologies, Inc. Common Stock"
SIBN,"SI-BONE, Inc. Common Stock"
ELMD,"Electromed, Inc. Common Stock"
NMZ,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share"
GOLD,Barrick Gold Corporation Common Stock (BC)
RLX,RLX Technology Inc. American Depositary Shares.
SHYF,"The Shyft Group, Inc. Common Stock"
PZG,Paramount Gold Nevada Corp.
TLK,"PT Telekomunikasi Indonesia, Tbk"
CUK,Carnival Plc
VAC,Marriott Vacations Worldwide Corporation Common Stock
Z,"Zillow Group, Inc. Class C Capital Stock"
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock"
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
MRVL,"Marvell Technology, Inc. Common Stock"
JHG,Janus Henderson Group plc Ordinary Shares
MAT,"Mattel, Inc. Common Stock"
CVAC,CureVac N.V. Ordinary Shares
CTMX,"CytomX Therapeutics, Inc. Common Stock"
IMRX,Immuneering Corporation Class A Common Stock
MNY,MoneyHero Limited Class A Ordinary Shares
CLNN,Clene Inc. Common Stock
RIGL,"Rigel Pharmaceuticals, Inc. Common Stock"
FLWS,"1-800-FLOWERS.COM, Inc. Common Stock"
WAT,Waters Corporation Common Stock
ATMCU,AlphaTime Acquisition Corp Unit
SOJD,Southern Company (The)
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock.
ACMR,"ACM Research, Inc. Class A Common Stock"
IONQ,"IonQ, Inc. Common Stock"
SPRB,"Spruce Biosciences, Inc. Common Stock"
TSQ,"Townsquare Media, Inc. Class A Common Stock"
AMTB,Amerant Bancorp Inc.
SNPS,"Synopsys, Inc. Common Stock"
CARS,Cars.com Inc. Common Stock
EVM,"Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value"
CTRI,"Centuri Holdings, Inc. Common Stock"
ANGO,"AngioDynamics, Inc."
NEOG,Neogen Corporation Common Stock
DADA,Dara Nexus Limited American Depositary Shares
CCD,Calamos Dynamic Convertible & Income Fund Common Stock
PCG^G,Pacific Gas & Electric Co.
JOF,Japan Smaller Capitalization Fund Inc Common Stock
TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares."
REX,REX American Resources Corporation
EVC,Entravision Communications Corporation Common Stock
VTYX,"Ventyx Biosciences, Inc. Common Stock"
AYRO,"AYRO, Inc. Common Stock"
TRVG,trivago N.V. American Depositary Shares
ALGS,"Aligos Therapeutics, Inc. Common Stock"
BFRG,"Bullfrog AI Holdings, Inc. Common Stock"
EXEL,"Exelixis, Inc. Common Stock"
LNTH,"Lantheus Holdings, Inc. Common Stock"
BA,Boeing Company (The) Common Stock
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock"
BAC^S,Bank of America Corporation
PDS,Precision Drilling Corporation Common Stock
FENC,Fennec Pharmaceuticals Inc. Common Stock
CLNE,Clean Energy Fuels Corp. Common Stock
GRNQ,Greenpro Capital Corp. Common Stock
PSX,Phillips 66 Common Stock
CORT,Corcept Therapeutics Incorporated Common Stock
EXPE,"Expedia Group, Inc. Common Stock"
DOCS,"Doximity, Inc. Class A Common Stock"
TLRY,"Tilray Brands, Inc. Common Stock"
REE,REE Automotive Ltd.
SNOA,"Sonoma Pharmaceuticals, Inc. Common Stock"
SLNO,"Soleno Therapeutics, Inc."
NBR,Nabors Industries Ltd.
NXPL,NextPlat Corp Common Stock
BTCT,BTC Digital Ltd. Ordinary Shares
HEPS,D-Market Electronic Services & Trading American Depositary Shares
PNRG,PrimeEnergy Resources Corporation Common Stock
ENOV,Enovis Corporation Common Stock
MDXG,"MiMedx Group, Inc Common Stock"
JPM^J,J P Morgan Chase & Co
OST,"Ostin Technology Group Co., Ltd. Class A Ordinary Shares"
GDEN,"Golden Entertainment, Inc."
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland)
ACHC,"Acadia Healthcare Company, Inc. Common Stock"
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock"
FOSL,"Fossil Group, Inc. Common Stock"
GORV,"Lazydays Holdings, Inc. Common Stock"
NXGLW,"NexGel, Inc Warrant"
RSI,"Rush Street Interactive, Inc. Class A Common Stock"
CXW,"CoreCivic, Inc. Common Stock"
ITRN,Ituran Location and Control Ltd. Ordinary Shares
MTLS,Materialise NV American Depositary Shares
BTU,Peabody Energy Corporation Common Stock
FBLG,"FibroBiologics, Inc. Common Stock"
NRBO,"NeuroBo Pharmaceuticals, Inc."
HUBC,Hub Cyber Security Ltd. Ordinary Shares
ASO,"Academy Sports and Outdoors, Inc. Common Stock"
SMRT,"SmartRent, Inc. Class A Common Stock"
PLBY,"PLBY Group, Inc. Common Stock"
ANIP,"ANI Pharmaceuticals, Inc."
USGO,U.S. GoldMining Inc.
WYNN,"Wynn Resorts, Limited Common stock"
FENG,"Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares."
BTG,B2Gold Corp
BRN,"Barnwell Industries, Inc. Common Stock"
GTE,Gran Tierra Energy Inc. Common Stock
CVI,CVR Energy Inc. COMMON STOCK
NAD,Nuveen Quality Municipal Income Fund Common Stock
GLDG,GoldMining Inc. Common Shares
AMPS,"Altus Power, Inc. Class A Common Stock"
ENZ,"Enzo Biochem, Inc."
AQB,"AquaBounty Technologies, Inc."
AGM^G,Federal Agricultural Mortgage Corporation
INDV,Indivior PLC Ordinary Shares
METCB,"Ramaco Resources, Inc."
PERI,Perion Network Ltd. Ordinary Shares
FTI,TechnipFMC plc Ordinary Share
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund
MITK,"Mitek Systems, Inc. Common Stock"
HBANP,Huntington Bancshares Incorporated
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares)
LIDR,"AEye, Inc. Class A Common Stock"
PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
ELA,Envela Corporation Common Stock
MARPS,Marine Petroleum Trust Units of Beneficial Interest
GAB^G,"Gabelli Equity Trust, Inc. (The) Series G Cumulative Preferred Stock"
GBTG,"Global Business Travel Group, Inc."
COUR,"Coursera, Inc. Common Stock"
SHLT,SHL Telemedicine Ltd American Depositary Shares.
CLPS,CLPS Incorporation Common Stock
ASML,ASML Holding N.V. New York Registry Shares
HUYA,"HUYA Inc. American depositary shares, each representing one Class A ordinary share"
EAF,GrafTech International Ltd. Common Stock
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest
PDI,PIMCO Dynamic Income Fund Common Stock
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock"
FIVE,"Five Below, Inc. Common Stock"
LVO,"LiveOne, Inc. Common Stock"
BPYPM,"Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units, Series 1"
WDC,Western Digital Corporation Common Stock
BAC^P,"Bank of America Corporation 

# Data processing task
Ticker: CMCSK, Name: Comcast Corporation Cl A"
AVAL,Grupo Aval Acciones y Valores S.A. ADR
HLMN,Hillman Solutions Corp. Common Stock
GBR,"New Concept Energy, Inc."
KEY^J,"KeyCorp 
Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F"
UBS,UBS Group AG Registered Ordinary Shares
LEDS,SemiLEDS Corporation Common Stock
NWG,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)"
TMO,Thermo Fisher Scientific Inc Common Stock
VABK,Virginia National Bankshares Corporation Common Stock
WIX,Wix.com Ltd. Ordinary Shares
OAK^A,"Brookfield Oaktree Holdings, LLC 6.625% Series A Preferred Units"
NKE,"Nike, Inc. Common Stock"
PRIM,Primoris Services Corporation
OSK,Oshkosh Corporation (Holding Company)Common Stock
PLTK,Playtika Holding Corp. Common Stock
JPM^L,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL"
NKX,Nuveen California AMT-Free Quality Municipal Income Fund
AMWD,American Woodmark Corporation Common Stock
EYEN,"Eyenovia, Inc. Common Stock"
COSM,Cosmos Health Inc. Common Stock
PGNY,"Progyny, Inc. Common Stock"
CHI,Calamos Convertible Opportunities and Income Fund Common Stock
GEO,Geo Group Inc (The) REIT
BILL,"BILL Holdings, Inc. Common Stock"
DCTH,"Delcath Systems, Inc."
STRM,"Streamline Health Solutions, Inc. Common Stock"
VSTE,Vast Renewables Limited Ordinary Shares
BAC^M,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK"
PRO,"PROS Holdings, Inc."
MMT,MFS Multimarket Income Trust Common Stock
NPCE,"Neuropace, Inc. Common Stock"
HBIO,"Harvard Bioscience, Inc."
GP,GreenPower Motor Company Inc.
PRGO,Perrigo Company plc Ordinary Shares
WBS^F,Webster Financial Corporation
THS,"Treehouse Foods, Inc."
CVKD,"Cadrenal Therapeutics, Inc."
RILYT,"B. Riley Financial, Inc."
TG,Tredegar Corporation Common Stock
ROP,"Roper Technologies, Inc."
BANX,ArrowMark Financial Corp. Common Stock
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock
CLVT,Clarivate Plc Ordinary Shares
FBIO,"Fortress Biotech, Inc. Common Stock"
AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059"
ATH^B,Athene Holding Ltd.
RDUS,"Radius Recycling, Inc. Class A Common Stock"
KTTA,Pasithea Therapeutics Corp. Common Stock
MRUS,Merus N.V. Common Shares
POWWP,"AMMO, Inc."
IDCC,"InterDigital, Inc. Common Stock"
IMAX,Imax Corporation Common Stock
AFB,AllianceBernstein National Municipal Income Fund Inc
COF^I,Capital One Financial Corporation
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock"
LION,Lionsgate Studios Corp. Common Shares
ULH,"Universal Logistics Holdings, Inc. Common Stock"
DOMH,Dominari Holdings Inc. Common Stock
RNG,"RingCentral, Inc."
ARCO,Arcos Dorados Holdings Inc. Class A Shares
CRC,California Resources Corporation Common Stock
SVC,Service Properties Trust Common Stock
DVN,Devon Energy Corporation Common Stock
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
AG,First Majestic Silver Corp. Ordinary Shares (Canada)
ADBE,Adobe Inc. Common Stock
UCB,"United Community Banks, Inc. Common Stock"
EXK,Endeavour Silver Corporation Ordinary Shares (Canada)
BHM,"Bluerock Homes Trust, Inc. Class A Common Stock"
AP,Ampco-Pittsburgh Corporation Common Stock
RMCO,Royalty Management Holding Corporation Class A Common Stock
PMCB,"PharmaCyte Biotech, Inc. Common Stock"
NAOV,"NanoVibronix, Inc. Common Stock"
BAC^Q,Bank of America Corporation
SNOW,Snowflake Inc.
SKM,"SK Telecom Co., Ltd. Common Stock"
OAK^B,"Brookfield Oaktree Holdings, LLC"
AMKR,"Amkor Technology, Inc."
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060
ULS,UL Solutions Inc.
VOYA^B,"Voya Financial, Inc."
