companyName,cik,symbol,targetedCompanyName,targetedCik,targetedSymbol,transactionDate,acceptanceTime,url
"CYCLO THERAPEUTICS, INC.",0000922247,CYTH,APPLIED MOLECULAR TRANSPORT INC.,0001801777,AMTI,2023-11-07,2023-11-07 16:45:23,https://www.sec.gov/Archives/edgar/data/922247/000143774923030668/ctdh20231025_s4.htm
ANDRETTI ACQUISITION CORP.,0001843714,WNNR,ZAPATA COMPUTING HOLDINGS INC. COMMON STOCK,0000000000,ZPTA,2023-10-27,2023-10-27 17:17:01,https://www.sec.gov/Archives/edgar/data/1843714/000119312523265265/d469525ds4.htm
ANDRETTI ACQUISITION CORP.,0001843714,WNNR-WT,ZAPATA COMPUTING HOLDINGS INC. COMMON STOCK,0000000000,ZPTA,2023-10-27,2023-10-27 17:17:01,https://www.sec.gov/Archives/edgar/data/1843714/000119312523265265/d469525ds4.htm
ANDRETTI ACQUISITION CORP.,0001843714,WNNR-UN,ZAPATA COMPUTING HOLDINGS INC. COMMON STOCK,0000000000,ZPTA,2023-10-27,2023-10-27 17:17:01,https://www.sec.gov/Archives/edgar/data/1843714/000119312523265265/d469525ds4.htm
DHC ACQUISITION CORP.,0001838163,DHCA,DHC ACQUISITION CORP.,0001838163,DHCAU,2023-10-17,2023-10-17 17:04:55,https://www.sec.gov/Archives/edgar/data/1838163/000119312523257753/d566788ds4.htm
DHC ACQUISITION CORP.,0001838163,DHCAW,DHC ACQUISITION CORP.,0001838163,DHCAU,2023-10-17,2023-10-17 17:04:55,https://www.sec.gov/Archives/edgar/data/1838163/000119312523257753/d566788ds4.htm
DHC ACQUISITION CORP.,0001838163,DHCAU,DHC ACQUISITION CORP.,0001838163,DHCA,2023-10-17,2023-10-17 17:04:55,https://www.sec.gov/Archives/edgar/data/1838163/000119312523257753/d566788ds4.htm
GREEN PLAINS INC.,0001309402,GPRE,GREEN PLAINS PARTNERS LP,0001635650,GPP,2023-10-16,2023-10-16 17:20:37,https://www.sec.gov/Archives/edgar/data/1309402/000119312523256991/d565409ds4.htm
KIMCO REALTY CORP,0000879101,KIM-PM,KIMCO REALTY CORPORATION,0000879101,KIM,2023-10-10,2023-10-10 17:13:29,https://www.sec.gov/Archives/edgar/data/879101/000114036123047610/ny20010223x1_s4.htm
KIMCO REALTY CORP,0000879101,KIM,RPT REALTY,0000842183,RPT,2023-10-10,2023-10-10 17:13:29,https://www.sec.gov/Archives/edgar/data/879101/000114036123047610/ny20010223x1_s4.htm
KIMCO REALTY CORP,0000879101,KIM-PL,KIMCO REALTY CORPORATION,0000879101,KIM,2023-10-10,2023-10-10 17:13:29,https://www.sec.gov/Archives/edgar/data/879101/000114036123047610/ny20010223x1_s4.htm
J M SMUCKER CO,0000091419,SJM,"HOSTESS BRANDS, INC.",0001644406,TWNK,2023-10-10,2023-10-10 07:01:36,https://www.sec.gov/Archives/edgar/data/91419/000119312523253048/d472089ds4.htm
BLUERIVER ACQUISITION CORP.,0001831006,BLUA,"SYSTEM1, INC.",0001805833,SST,2023-10-06,2023-10-06 18:59:41,https://www.sec.gov/Archives/edgar/data/1831006/000121390023081241/fs42023_blueriveracq.htm
BLUERIVER ACQUISITION CORP.,0001831006,BLUA-UN,"SYSTEM1, INC.",0001805833,SST,2023-10-06,2023-10-06 18:59:41,https://www.sec.gov/Archives/edgar/data/1831006/000121390023081241/fs42023_blueriveracq.htm
BLUERIVER ACQUISITION CORP.,0001831006,BLUA-WT,"SYSTEM1, INC.",0001805833,SST,2023-10-06,2023-10-06 18:59:41,https://www.sec.gov/Archives/edgar/data/1831006/000121390023081241/fs42023_blueriveracq.htm
CLOVER LEAF CAPITAL CORP.,0001849058,CLOER,CLOVER LEAF CAPITAL CORP.,0001849058,CLOEU,2023-10-03,2023-10-03 17:56:14,https://www.sec.gov/Archives/edgar/data/1849058/000101376223001248/fs42023_cloverleaf.htm
CLOVER LEAF CAPITAL CORP.,0001849058,CLOE,CLOVER LEAF CAPITAL CORP.,0001849058,CLOEU,2023-10-03,2023-10-03 17:56:14,https://www.sec.gov/Archives/edgar/data/1849058/000101376223001248/fs42023_cloverleaf.htm
CLOVER LEAF CAPITAL CORP.,0001849058,CLOEU,CLOVER LEAF CAPITAL CORP.,0001849058,CLOE,2023-10-03,2023-10-03 17:56:14,https://www.sec.gov/Archives/edgar/data/1849058/000101376223001248/fs42023_cloverleaf.htm
ECHOSTAR CORP,0001415404,SATS,DISH NETWORK CORPORATION,0001001082,DISH,2023-10-03,2023-10-03 08:51:10,https://www.sec.gov/Archives/edgar/data/1415404/000110465923106157/tm2327406-1_s4.htm
FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXD,FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXDU,2023-09-29,2023-09-29 19:39:58,https://www.sec.gov/Archives/edgar/data/1852407/000101376223000040/fs42023_fintech.htm
FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXDW,FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXD,2023-09-29,2023-09-29 19:39:58,https://www.sec.gov/Archives/edgar/data/1852407/000101376223000040/fs42023_fintech.htm
FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXDU,FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXD,2023-09-29,2023-09-29 19:39:58,https://www.sec.gov/Archives/edgar/data/1852407/000101376223000040/fs42023_fintech.htm
FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXDR,FINTECH ECOSYSTEM DEVELOPMENT CORP.,0001852407,FEXD,2023-09-29,2023-09-29 19:39:58,https://www.sec.gov/Archives/edgar/data/1852407/000101376223000040/fs42023_fintech.htm
"IMAC HOLDINGS, INC.",0001729944,IMACW,"IMAC HOLDINGS, INC.",0001729944,BACK,2023-09-29,2023-09-29 17:13:23,https://www.sec.gov/Archives/edgar/data/1729944/000149315223034893/forms-4.htm
"IMAC HOLDINGS, INC.",0001729944,BACK,"THERALINK TECHNOLOGIES, INC.",0001362703,THER,2023-09-29,2023-09-29 17:13:23,https://www.sec.gov/Archives/edgar/data/1729944/000149315223034893/forms-4.htm
"KEMPHARM, INC",0001434647,KMPH,ACER THERAPEUTICS INC.,0001069308,ACER,2023-09-28,2023-09-28 21:25:36,https://www.sec.gov/Archives/edgar/data/1434647/000119312523246075/d540258ds4.htm
ALTC ACQUISITION CORP.,0001849056,ALCC,OKLO INC.,0000000000,OKLO,2023-09-27,2023-09-27 16:44:49,https://www.sec.gov/Archives/edgar/data/1849056/000110465923104310/tm2324337-1_s4.htm
SEP ACQUISITION CORP.,0001849902,MEACW,SANUWAVE,,SEPAU,2023-09-22,2023-09-22 16:20:57,https://www.sec.gov/Archives/edgar/data/1849902/000114036123044959/ny20010887x1_s4.htm
MERCURY ECOMMERCE ACQUISITION CORP,0001849902,MEACU,SANUWAVE,,SEPAU,2023-09-22,2023-09-22 16:20:57,https://www.sec.gov/Archives/edgar/data/1849902/000114036123044959/ny20010887x1_s4.htm
SEP ACQUISITION CORP.,0001849902,MEAC,SANUWAVE,,SEPAU,2023-09-22,2023-09-22 16:20:57,https://www.sec.gov/Archives/edgar/data/1849902/000114036123044959/ny20010887x1_s4.htm
SEAPORT GLOBAL ACQUISITION II CORP.,0001869824,SGIIW,LI AUTO INC.,0001791706,LI,2023-09-22,2023-09-22 16:08:19,https://www.sec.gov/Archives/edgar/data/1869824/000110465923103185/sgii-20230630xs4.htm
SEAPORT GLOBAL ACQUISITION II CORP.,0001869824,SGIIU,LI AUTO INC.,0001791706,LI,2023-09-22,2023-09-22 16:08:19,https://www.sec.gov/Archives/edgar/data/1869824/000110465923103185/sgii-20230630xs4.htm
SEAPORT GLOBAL ACQUISITION II CORP.,0001869824,SGII,LI AUTO INC.,0001791706,LI,2023-09-22,2023-09-22 16:08:19,https://www.sec.gov/Archives/edgar/data/1869824/000110465923103185/sgii-20230630xs4.htm
"INDIE SEMICONDUCTOR, INC.",0001841925,INDIW,"INDIE SEMICONDUCTOR, INC.",0001841925,INDI,2023-09-22,2023-09-22 09:22:50,https://www.sec.gov/Archives/edgar/data/1841925/000121390023078552/fs42023_indiesemi.htm
"INDIE SEMICONDUCTOR, INC.",0001841925,INDI,"INDIE SEMICONDUCTOR, INC.",0001841925,INDIW,2023-09-22,2023-09-22 09:22:50,https://www.sec.gov/Archives/edgar/data/1841925/000121390023078552/fs42023_indiesemi.htm
ESGEN ACQUISITION CORP,0001865506,ESACW,ESGEN ACQUISITION CORPORATION,0001865506,ESACU,2023-09-15,2023-09-15 19:49:56,https://www.sec.gov/Archives/edgar/data/1865506/000119312523236313/d397281ds4.htm
ESGEN ACQUISITION CORP,0001865506,ESAC,ESGEN ACQUISITION CORPORATION,0001865506,ESACU,2023-09-15,2023-09-15 19:49:56,https://www.sec.gov/Archives/edgar/data/1865506/000119312523236313/d397281ds4.htm
ENERGY TRANSFER LP,0001276187,ET-PC,CRESTWOOD EQUITY PARTNERS LP,0001136352,CEQP,2023-09-14,2023-09-14 21:59:03,https://www.sec.gov/Archives/edgar/data/1276187/000119312523235540/d482689ds4.htm
ENERGY TRANSFER LP,0001276187,ET,CRESTWOOD EQUITY PARTNERS LP,0001136352,CEQP,2023-09-14,2023-09-14 21:59:03,https://www.sec.gov/Archives/edgar/data/1276187/000119312523235540/d482689ds4.htm
ENERGY TRANSFER LP,0001276187,ET-PD,CRESTWOOD EQUITY PARTNERS LP,0001136352,CEQP,2023-09-14,2023-09-14 21:59:03,https://www.sec.gov/Archives/edgar/data/1276187/000119312523235540/d482689ds4.htm
ENERGY TRANSFER LP,0001276187,ET-PE,CRESTWOOD EQUITY PARTNERS LP,0001136352,CEQP,2023-09-14,2023-09-14 21:59:03,https://www.sec.gov/Archives/edgar/data/1276187/000119312523235540/d482689ds4.htm
SEMPER PARATUS ACQUISITION CORP,0001860871,LGSTW,SEMPER PARATUS ACQUISITION CORPORATION,0001860871,LGSTU,2023-09-14,2023-09-14 17:23:14,https://www.sec.gov/Archives/edgar/data/1860871/000149315223032665/forms-4.htm
SEMPER PARATUS ACQUISITION CORP,0001860871,LGST,SEMPER PARATUS ACQUISITION CORPORATION,0001860871,LGSTU,2023-09-14,2023-09-14 17:23:14,https://www.sec.gov/Archives/edgar/data/1860871/000149315223032665/forms-4.htm
SEMPER PARATUS ACQUISITION CORP,0001860871,LGSTU,SEMPER PARATUS ACQUISITION CORPORATION,0001860871,LGST,2023-09-14,2023-09-14 17:23:14,https://www.sec.gov/Archives/edgar/data/1860871/000149315223032665/forms-4.htm
"GLACIER BANCORP, INC.",0000868671,GBCI,"COMMUNITY FINANCIAL GROUP, INC. (SPOKANE, WA)",0000000000,CFGW,2023-09-14,2023-09-14 16:36:28,https://www.sec.gov/Archives/edgar/data/868671/000119312523235346/d541071ds4.htm
"PONO CAPITAL THREE, INC.",0001930021,PTHR,NEW HORIZON AIRCRAFT LTD.,0001930021,HOVR,2023-09-13,2023-09-13 17:27:58,https://www.sec.gov/Archives/edgar/data/1930021/000121390023076435/fs42023_ponocapital.htm
"REVOLUTION MEDICINES, INC.",0001628171,RVMD,"EQRX, INC.",0001843762,EQRX,2023-09-13,2023-09-13 17:20:05,https://www.sec.gov/Archives/edgar/data/1628171/000119312523234499/d508095ds4.htm
ATLANTIC UNION BANKSHARES CORP,0000883948,AUB-PA,ATLANTIC UNION BANKSHARES CORPORATION,0000883948,AUB,2023-09-12,2023-09-12 17:26:44,https://www.sec.gov/Archives/edgar/data/883948/000110465923100098/tm2325823-1_s4.htm
ATLANTIC UNION BANKSHARES CORP,0000883948,AUBAP,ATLANTIC UNION BANKSHARES CORPORATION,0000883948,AUB,2023-09-12,2023-09-12 17:26:44,https://www.sec.gov/Archives/edgar/data/883948/000110465923100098/tm2325823-1_s4.htm
ATLANTIC UNION BANKSHARES CORP,0000883948,AUB,AMERICAN NATIONAL BANKSHARES INC.,0000741516,AMNB,2023-09-12,2023-09-12 17:26:44,https://www.sec.gov/Archives/edgar/data/883948/000110465923100098/tm2325823-1_s4.htm
BYTE ACQUISITION CORP.,0001842566,BYTSW,"AIRSHIP AI HOLDINGS, INC.",0001842566,AISP,2023-09-11,2023-09-11 17:20:05,https://www.sec.gov/Archives/edgar/data/1842566/000121390023075787/fs42023_byteacqcorp.htm
BYTE ACQUISITION CORP.,0001842566,BYTSU,"AIRSHIP AI HOLDINGS, INC.",0001842566,AISP,2023-09-11,2023-09-11 17:20:05,https://www.sec.gov/Archives/edgar/data/1842566/000121390023075787/fs42023_byteacqcorp.htm
BYTE ACQUISITION CORP.,0001842566,BYTS,"AIRSHIP AI HOLDINGS, INC.",0001842566,AISP,2023-09-11,2023-09-11 17:20:05,https://www.sec.gov/Archives/edgar/data/1842566/000121390023075787/fs42023_byteacqcorp.htm
BANYAN ACQUISITION CORP,0001852633,BYN,PINSTRIPES HOLDINGS INC.,0001852633,PNST,2023-09-08,2023-09-08 17:49:24,https://www.sec.gov/Archives/edgar/data/1852633/000110465923099385/byn-20230630xs4.htm
BANYAN ACQUISITION CORP,0001852633,BYN-UN,BANYAN ACQUISITION CORPORATION,0001852633,BYN,2023-09-08,2023-09-08 17:49:24,https://www.sec.gov/Archives/edgar/data/1852633/000110465923099385/byn-20230630xs4.htm
BANYAN ACQUISITION CORP,0001852633,BYN-WT,BANYAN ACQUISITION CORPORATION,0001852633,BYN,2023-09-08,2023-09-08 17:49:24,https://www.sec.gov/Archives/edgar/data/1852633/000110465923099385/byn-20230630xs4.htm
ARTEMIS STRATEGIC INVESTMENT CORP,0001839990,ARTEU,DANAM,,DLVM,2023-09-08,2023-09-08 12:37:53,https://www.sec.gov/Archives/edgar/data/1839990/000110465923099215/arteu-20230630xs4.htm
ARTEMIS STRATEGIC INVESTMENT CORP,0001839990,ARTEW,DANAM,,DLVM,2023-09-08,2023-09-08 12:37:53,https://www.sec.gov/Archives/edgar/data/1839990/000110465923099215/arteu-20230630xs4.htm
ARTEMIS STRATEGIC INVESTMENT CORP,0001839990,ARTE,DANAM,,DLVM,2023-09-08,2023-09-08 12:37:53,https://www.sec.gov/Archives/edgar/data/1839990/000110465923099215/arteu-20230630xs4.htm
PERMIAN RESOURCES CORP,0001658566,PR,"EARTHSTONE ENERGY, INC.",0000010254,ESTE,2023-09-06,2023-09-06 06:02:42,https://www.sec.gov/Archives/edgar/data/1658566/000119312523228854/d523745ds4.htm
ARROWROOT ACQUISITION CORP.,0001835972,ARRWW,ARROWROOT ACQUISITION CORP.,0001835972,ARRW,2023-09-01,2023-09-01 20:18:02,https://www.sec.gov/Archives/edgar/data/1835972/000121390023073480/fs42023_arrowroot.htm
ARROWROOT ACQUISITION CORP.,0001835972,ARRW,ARROWROOT ACQUISITION CORP.,0001835972,ARRWU,2023-09-01,2023-09-01 20:18:02,https://www.sec.gov/Archives/edgar/data/1835972/000121390023073480/fs42023_arrowroot.htm
ARROWROOT ACQUISITION CORP.,0001835972,ARRWU,ARROWROOT ACQUISITION CORP.,0001835972,ARRW,2023-09-01,2023-09-01 20:18:02,https://www.sec.gov/Archives/edgar/data/1835972/000121390023073480/fs42023_arrowroot.htm
"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT-PC,"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT,2023-09-01,2023-09-01 16:30:48,https://www.sec.gov/Archives/edgar/data/1514281/000151428123000097/mitt-formsx4aug2023.htm
"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT-PA,"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT,2023-09-01,2023-09-01 16:30:48,https://www.sec.gov/Archives/edgar/data/1514281/000151428123000097/mitt-formsx4aug2023.htm
"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT-PB,"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT,2023-09-01,2023-09-01 16:30:48,https://www.sec.gov/Archives/edgar/data/1514281/000151428123000097/mitt-formsx4aug2023.htm
"AG MORTGAGE INVESTMENT TRUST, INC.",0001514281,MITT,WESTERN ASSET MORTGAGE CAPITAL CORPORATION,0001465885,WMC,2023-09-01,2023-09-01 16:30:48,https://www.sec.gov/Archives/edgar/data/1514281/000151428123000097/mitt-formsx4aug2023.htm
7GC & CO. HOLDINGS INC.,0001826011,VIIAW,7GC & CO. HOLDINGS INC.,0001826011,VIIAU,2023-08-30,2023-08-30 21:13:01,https://www.sec.gov/Archives/edgar/data/1826011/000119312523225201/d441541ds4.htm
7GC & CO. HOLDINGS INC.,0001826011,VII,7GC & CO. HOLDINGS INC.,0001826011,VIIAU,2023-08-30,2023-08-30 21:13:01,https://www.sec.gov/Archives/edgar/data/1826011/000119312523225201/d441541ds4.htm
7GC & CO. HOLDINGS INC.,0001826011,VIIAU,7GC & CO. HOLDINGS INC.,0001826011,VII,2023-08-30,2023-08-30 21:13:01,https://www.sec.gov/Archives/edgar/data/1826011/000119312523225201/d441541ds4.htm
EXXON MOBIL CORP,0000034088,XOM,DENBURY INC.,0000945764,DEN,2023-08-29,2023-08-29 16:26:24,https://www.sec.gov/Archives/edgar/data/34088/000119312523223884/d483131ds4.htm
"BANC OF CALIFORNIA, INC.",0001169770,BANC,PACWEST BANCORP,0001102112,PACWP,2023-08-28,2023-08-28 17:31:31,https://www.sec.gov/Archives/edgar/data/1169770/000114036123041528/ny20009876x1_s4.htm
NERDY INC.,0001819404,NRDY-WT,"NERDY, INC.",0001819404,NRDY,2023-08-21,2023-08-21 08:09:39,https://www.sec.gov/Archives/edgar/data/1819404/000119312523216613/d520688ds4.htm
NERDY INC.,0001819404,NRDY,TCV,,,2023-08-21,2023-08-21 08:09:39,https://www.sec.gov/Archives/edgar/data/1819404/000119312523216613/d520688ds4.htm
"NEOLEUKIN THERAPEUTICS, INC.",0001404644,NLTX,NEUROGENE INC.,0001404644,NGNE,2023-08-18,2023-08-18 18:19:56,https://www.sec.gov/Archives/edgar/data/1404644/000119312523216091/d522068ds4.htm
PROOF ACQUISITION CORP I,0001853070,PACI-UN,PROOF ACQUISITION CORP I,0001853070,PACI,2023-08-18,2023-08-18 16:26:29,https://www.sec.gov/Archives/edgar/data/1853070/000114036123040513/ny20009935x1_s4.htm
PROOF ACQUISITION CORP I,0001853070,PACI-WT,PROOF ACQUISITION CORP I,0001853070,PACI,2023-08-18,2023-08-18 16:26:29,https://www.sec.gov/Archives/edgar/data/1853070/000114036123040513/ny20009935x1_s4.htm
PROOF ACQUISITION CORP I,0001853070,PACI,"VOLATO GROUP, INC.",0001853070,SOAR,2023-08-18,2023-08-18 16:26:29,https://www.sec.gov/Archives/edgar/data/1853070/000114036123040513/ny20009935x1_s4.htm
REVELSTONE CAPITAL ACQUISITION CORP.,0001874218,RCAC,REVELSTONE CAPITAL ACQUISITION CORP.,0001874218,RCACU,2023-08-17,2023-08-17 16:21:02,https://www.sec.gov/Archives/edgar/data/1874218/000121390023068560/fs42023_revelstone.htm
REVELSTONE CAPITAL ACQUISITION CORP.,0001874218,RCACW,REVELSTONE CAPITAL ACQUISITION CORP.,0001874218,RCACU,2023-08-17,2023-08-17 16:21:02,https://www.sec.gov/Archives/edgar/data/1874218/000121390023068560/fs42023_revelstone.htm
REVELSTONE CAPITAL ACQUISITION CORP.,0001874218,RCACU,REVELSTONE CAPITAL ACQUISITION CORP.,0001874218,RCAC,2023-08-17,2023-08-17 16:21:02,https://www.sec.gov/Archives/edgar/data/1874218/000121390023068560/fs42023_revelstone.htm
NOCTURNE ACQUISITION CORP,0001837344,MBTC,MERGER SUB AND COGNOS.,,COGN,2023-08-15,2023-08-15 07:52:56,https://www.sec.gov/Archives/edgar/data/1837344/000121390023067258/fs42023_nocturneacq.htm
NOCTURNE ACQUISITION CORP,0001837344,MBTCU,MERGER SUB AND COGNOS.,,COGN,2023-08-15,2023-08-15 07:52:56,https://www.sec.gov/Archives/edgar/data/1837344/000121390023067258/fs42023_nocturneacq.htm
NOCTURNE ACQUISITION CORP,0001837344,MBTCR,MERGER SUB AND COGNOS.,,COGN,2023-08-15,2023-08-15 07:52:56,https://www.sec.gov/Archives/edgar/data/1837344/000121390023067258/fs42023_nocturneacq.htm
TLGY ACQUISITION CORP,0001879814,TLGYU,TLGY ACQUISITION CORPORATION,0001879814,TLGY,2023-08-14,2023-08-14 16:38:14,https://www.sec.gov/Archives/edgar/data/1879814/000110465923091426/tlgyu-20230331xs4.htm
TLGY ACQUISITION CORP,0001879814,TLGY,TLGY ACQUISITION CORPORATION,0001879814,TLGYU,2023-08-14,2023-08-14 16:38:14,https://www.sec.gov/Archives/edgar/data/1879814/000110465923091426/tlgyu-20230331xs4.htm
OXUS ACQUISITION CORP.,0001852973,OXUSU,OXUS ACQUISITION CORP.,0001852973,OXUS,2023-08-14,2023-08-14 15:59:20,https://www.sec.gov/Archives/edgar/data/1852973/000121390023066968/fs42023_oxusacq.htm
OXUS ACQUISITION CORP.,0001852973,OXUSW,OXUS ACQUISITION CORP.,0001852973,OXUS,2023-08-14,2023-08-14 15:59:20,https://www.sec.gov/Archives/edgar/data/1852973/000121390023066968/fs42023_oxusacq.htm
OXUS ACQUISITION CORP.,0001852973,OXUS,OXUS ACQUISITION CORP.,0001852973,OXUSU,2023-08-14,2023-08-14 15:59:20,https://www.sec.gov/Archives/edgar/data/1852973/000121390023066968/fs42023_oxusacq.htm
INPIXON,0001529113,INPX,"XTI AEROSPACE, INC.",0000000000,XTIA,2023-08-14,2023-08-14 09:08:15,https://www.sec.gov/Archives/edgar/data/1529113/000121390023066557/fs42023_inpixon.htm
"BANCORP 34, INC.",0001668340,BCTF,"CBOA FINANCIAL, INC.",0000000000,CBOF,2023-08-10,2023-08-10 19:56:01,https://www.sec.gov/Archives/edgar/data/1668340/000155278123000361/e23308_bctf-s4.htm
POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,XPDBW,POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,XPDB,2023-08-08,2023-08-08 20:49:51,https://www.sec.gov/Archives/edgar/data/1855474/000121390023064707/fs42023_poweranddig2.htm
POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,XPDB,POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,XPDBU,2023-08-08,2023-08-08 20:49:51,https://www.sec.gov/Archives/edgar/data/1855474/000121390023064707/fs42023_poweranddig2.htm
POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,XPDBU,POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,XPDB,2023-08-08,2023-08-08 20:49:51,https://www.sec.gov/Archives/edgar/data/1855474/000121390023064707/fs42023_poweranddig2.htm
IMMUNOME INC.,0001472012,IMNM,MORPHIMMUNE INC.,,,2023-08-08,2023-08-08 16:07:13,https://www.sec.gov/Archives/edgar/data/1472012/000110465923088828/tm2322066-1_s4.htm
REDWOODS ACQUISITION CORP.,0001907223,RWODR,NASDAQ,,_,2023-08-04,2023-08-04 17:30:14,https://www.sec.gov/Archives/edgar/data/1907223/000121390023063756/fs42023_redwoodsacq.htm
REDWOODS ACQUISITION CORP.,0001907223,RWODW,NASDAQ,,_,2023-08-04,2023-08-04 17:30:14,https://www.sec.gov/Archives/edgar/data/1907223/000121390023063756/fs42023_redwoodsacq.htm
REDWOODS ACQUISITION CORP.,0001907223,RWODU,NASDAQ,,_,2023-08-04,2023-08-04 17:30:14,https://www.sec.gov/Archives/edgar/data/1907223/000121390023063756/fs42023_redwoodsacq.htm
REDWOODS ACQUISITION CORP.,0001907223,RWOD,NASDAQ,,_,2023-08-04,2023-08-04 17:30:14,https://www.sec.gov/Archives/edgar/data/1907223/000121390023063756/fs42023_redwoodsacq.htm
CHEVRON CORP,0000093410,CVX,PDC,,,2023-08-03,2023-08-03 16:06:24,https://www.sec.gov/Archives/edgar/data/93410/000119312523202848/d528944ds4.htm
LCNB CORP,0001074902,LCNB,"CINCINNATI BANCORP, INC.",0001787005,CNNB,2023-08-02,2023-08-02 16:11:13,https://www.sec.gov/Archives/edgar/data/1074902/000110465923086802/tm2322167-1_s4.htm
ELLINGTON FINANCIAL INC.,0001411342,EFC-PA,ELLINGTON FINANCIAL INC.,0001411342,EFC,2023-08-02,2023-08-02 14:36:15,https://www.sec.gov/Archives/edgar/data/1411342/000110465923086733/tm2321979-1_s4.htm
ELLINGTON FINANCIAL INC.,0001411342,EFC,GREAT AJAX CORP.,0001614806,AJX,2023-08-02,2023-08-02 14:36:15,https://www.sec.gov/Archives/edgar/data/1411342/000110465923086733/tm2321979-1_s4.htm
ELLINGTON FINANCIAL INC.,0001411342,EFC-PB,ELLINGTON FINANCIAL INC.,0001411342,EFC,2023-08-02,2023-08-02 14:36:15,https://www.sec.gov/Archives/edgar/data/1411342/000110465923086733/tm2321979-1_s4.htm
DEEP MEDICINE ACQUISITION CORP.,0001857086,DMAQ,"TRUGOLF HOLDINGS, INC.",0001857086,TRUG,2023-07-31,2023-07-31 17:27:47,https://www.sec.gov/Archives/edgar/data/1857086/000149315223026118/forms-4.htm
DEEP MEDICINE ACQUISITION CORP.,0001857086,DMAQR,"TRUGOLF HOLDINGS, INC.",0001857086,TRUG,2023-07-31,2023-07-31 17:27:47,https://www.sec.gov/Archives/edgar/data/1857086/000149315223026118/forms-4.htm
"FREQUENCY THERAPEUTICS, INC.",0001703647,FREQ,"KORRO BIO, INC.",0001703647,KRRO,2023-07-27,2023-07-27 17:28:11,https://www.sec.gov/Archives/edgar/data/1703647/000119312523196280/d451428ds4.htm
MSC INDUSTRIAL DIRECT CO INC,0001003078,MSM,COMPANY,,,2023-07-25,2023-07-25 16:38:01,https://www.sec.gov/Archives/edgar/data/1003078/000110465923083861/tm2321804-1_s4.htm
BRILLIANT ACQUISITION CORP,0001787518,BRLIR,BRILLIANT ACQUISITION CORPORATION,0001787518,BRLI,2023-07-24,2023-07-24 18:34:12,https://www.sec.gov/Archives/edgar/data/1787518/000121390023059301/fs42023_brilliant.htm
